seq1	>ref-NC_001641.1 Saccharomyces cerevisiae virus L-BC (La), complete genome-table4-Totiviridae-HMM191-663_53.0-ORF55
seq169	>tsa-GEWG01000926.1 TSA: Chorda filum GWS036236_c35164_g1_i1 transcribed RNA sequence-table6-Totiviridae-HMM426-787_34.0-ORF32
seq170	>tsa-IABS01014055.1 TSA: Crematogaster osakensis mRNA, contig: comp6123390_c0_seq1.m.543775, transcribed RNA sequence-table1-Totiviridae-HMM3-70_94.0-ORF2
seq171	>tsa-GBSG01000182.1 TSA: Cronartium ribicola Cr-comp65418_c0_seq1 transcribed RNA sequence-table1-Totiviridae-HMM2-114_97.0-ORF3
seq172	>tsa-GBSG01002711.1 (REVERSE SENSE) TSA: Cronartium ribicola Cr-comp86831_c0_seq1 transcribed RNA sequence-table1-Totiviridae-HMM3-90_96.0-ORF6
seq173	>tsa-GBSG01002982.1 TSA: Cronartium ribicola Cr-comp99291_c0_seq1 transcribed RNA sequence-table1-Totiviridae-HMM5-77_60.0-ORF5
seq174	>tsa-GBSG01005992.1 TSA: Cronartium ribicola Cr-comp119717_c1_seq1 transcribed RNA sequence-table1-Totiviridae-HMM2-134_98.0-ORF5
seq175	>tsa-GBSG01007995.1 TSA: Cronartium ribicola Cr-comp123314_c0_seq1 transcribed RNA sequence-table1-Totiviridae-HMM75-262_71.0-ORF11
seq176	>tsa-GBSG01008490.1 TSA: Cronartium ribicola Cr-comp123901_c0_seq1 transcribed RNA sequence-table1-Totiviridae-HMM4-118_54.0-ORF6
seq177	>tsa-GBSG01016039.1 (REVERSE SENSE) TSA: Cronartium ribicola Cr-comp274043_c0_seq1 transcribed RNA sequence-table1-Totiviridae-HMM121-437_63.0-ORF46
seq178	>tsa-GBSG01016838.1 TSA: Cronartium ribicola Cr-comp474165_c0_seq1 transcribed RNA sequence-table1-Totiviridae-HMM1-73_66.0-ORF5
seq179	>tsa-GFOY01042076.1 TSA: Daiswa yunnanensis CL6445.Contig2_All transcribed RNA sequence-table4-Totiviridae-HMM462-881_36.0-ORF30
seq180	>tsa-GEPN01031878.1 TSA: Echiuropus macronychus c31298_g1_i1 transcribed RNA sequence-table4-Totiviridae-HMM4-364_50.0-ORF32
seq181	>tsa-GEOE01054439.1 (REVERSE SENSE) TSA: Enteucha acetosae TR30611-c4_g2_i1 transcribed RNA sequence-table6-Totiviridae-HMM10-213_87.0-ORF18
seq182	>tsa-GAUK02019918.1 TSA: Ephemera danica C84257_a_3_0_l_240 transcribed RNA sequence-table1-Totiviridae-HMM2-76_93.0-ORF1
seq183	>tsa-HADB01042104.1 (REVERSE SENSE) TSA: Fagus sylvatica, contig fasyl_0913436, transcribed RNA sequence-table1-Totiviridae-HMM2-61_62.0-ORF10
seq184	>tsa-GBLN01015530.1 TSA: Gonatocerus morrilli C62688_a_40_0_l_8446 transcribed RNA sequence-table6-Totiviridae-HMM587-891_21.0-ORF86
seq185	>tsa-GEZJ01003294.1 (REVERSE SENSE) TSA: Gracilaria chilensis GChilensis_contig_0003298 transcribed RNA sequence-table6-Totiviridae-HMM236-652_47.0-ORF115
seq186	>tsa-GEZJ01010006.1 (REVERSE SENSE) TSA: Gracilaria chilensis GChilensis_contig_0010028 transcribed RNA sequence-table1-Totiviridae-HMM127-384_66.0-ORF35
seq187	>tsa-GEZJ01010517.1 (REVERSE SENSE) TSA: Gracilaria chilensis GChilensis_contig_0010540 transcribed RNA sequence-table1-Totiviridae-HMM5-113_72.0-ORF13
seq188	>tsa-GEBQ01008458.1 TSA: Graphocephala atropunctata TR13016_c2_g1_i1 transcribed RNA sequence-table1-Totiviridae-HMM12-229_68.0-ORF11
seq189	>tsa-GBDM01030107.1 TSA: Helicoverpa armigera m.59477 transcribed RNA sequence-table1-Totiviridae-HMM6-101_94.0-ORF1
seq190	>tsa-GBTA01000683.1 TSA: Helicoverpa assulta m.4176 transcribed RNA sequence-table1-Totiviridae-HMM135-347_61.0-ORF7
seq191	>tsa-GBTA01063992.1 TSA: Helicoverpa assulta m.3368 transcribed RNA sequence-table4-Totiviridae-HMM205-662_51.0-ORF26
seq192	>tsa-GFLH01000316.1 (REVERSE SENSE) TSA: Heterosiphonia pulchra scaffold-YSBD-2027401-Heterosiphonia_pulchra transcribed RNA sequence-table1-Totiviridae-HMM5-77_92.0-ORF9
seq193	>tsa-GFLH01002518.1 TSA: Heterosiphonia pulchra scaffold-YSBD-2002256-Heterosiphonia_pulchra transcribed RNA sequence-table1-Totiviridae-HMM1-160_99.0-ORF6
seq194	>tsa-GFLH01003970.1 TSA: Heterosiphonia pulchra scaffold-YSBD-2038151-Heterosiphonia_pulchra transcribed RNA sequence-table4-Totiviridae-HMM260-482_45.0-ORF21
seq195	>tsa-GFLH01006441.1 TSA: Heterosiphonia pulchra scaffold-YSBD-2033823-Heterosiphonia_pulchra transcribed RNA sequence-table1-Totiviridae-HMM9-86_62.0-ORF4
seq196	>tsa-GFLH01011205.1 (REVERSE SENSE) TSA: Heterosiphonia pulchra scaffold-YSBD-2031505-Heterosiphonia_pulchra transcribed RNA sequence-table1-Totiviridae-HMM11-97_88.0-ORF8
seq197	>tsa-GFLH01012651.1 TSA: Heterosiphonia pulchra scaffold-YSBD-2029828-Heterosiphonia_pulchra transcribed RNA sequence-table1-Totiviridae-HMM1-74_82.0-ORF2
seq198	>tsa-GFLH01013713.1 (REVERSE SENSE) TSA: Heterosiphonia pulchra scaffold-YSBD-2039303-Heterosiphonia_pulchra transcribed RNA sequence-table6-Totiviridae-HMM1383-1714_16.0-ORF129
seq199	>tsa-GFLH01014330.1 (REVERSE SENSE) TSA: Heterosiphonia pulchra scaffold-YSBD-2036378-Heterosiphonia_pulchra transcribed RNA sequence-table1-Totiviridae-HMM1-206_97.0-ORF17
seq200	>tsa-GFLH01014485.1 (REVERSE SENSE) TSA: Heterosiphonia pulchra scaffold-YSBD-2034374-Heterosiphonia_pulchra transcribed RNA sequence-table1-Totiviridae-HMM4-132_96.0-ORF12
seq201	>tsa-GFLH01015245.1 (REVERSE SENSE) TSA: Heterosiphonia pulchra scaffold-YSBD-2034525-Heterosiphonia_pulchra transcribed RNA sequence-table1-Totiviridae-HMM3-136_97.0-ORF10
seq202	>tsa-GFLH01017415.1 TSA: Heterosiphonia pulchra scaffold-YSBD-2002257-Heterosiphonia_pulchra transcribed RNA sequence-table1-Totiviridae-HMM1-176_99.0-ORF7
seq203	>tsa-GFLH01019864.1 TSA: Heterosiphonia pulchra scaffold-YSBD-2032302-Heterosiphonia_pulchra transcribed RNA sequence-table1-Totiviridae-HMM5-80_72.0-ORF5
seq204	>tsa-GBRF01043662.1 TSA: Hirudo medicinalis Hm90770_c0_seq1 transcribed RNA sequence-table4-Totiviridae-HMM1-85_46.0-ORF6
seq205	>tsa-GBRF01061626.1 TSA: Hirudo medicinalis Hm166284_c0_seq1 transcribed RNA sequence-table1-Totiviridae-HMM5-81_67.0-ORF3
seq206	>tsa-HACH01052700.1 (REVERSE SENSE) TSA: Hyas araneus, contig c49955_g1_i1, transcribed RNA sequence-table1-Totiviridae-HMM2-119_98.0-ORF11
seq207	>tsa-GCRV01015459.1 (REVERSE SENSE) TSA: insect metagenome Unigene2847_All transcribed RNA sequence-table6-Totiviridae-HMM328-736_40.0-ORF72
seq208	>tsa-GDAA01043804.1 (REVERSE SENSE) TSA: Bemisia tabaci Unigene24586_NB1 transcribed RNA sequence-table6-Totiviridae-HMM540-847_23.0-ORF154
seq209	>tsa-GBSN01045719.1 (REVERSE SENSE) TSA: Lathyrus sativus a354004_10 transcribed RNA sequence-table1-Totiviridae-HMM1-107_47.0-ORF17
seq210	>tsa-GBSN01054039.1 TSA: Lathyrus sativus a453417_7 transcribed RNA sequence-table4-Totiviridae-HMM228-479_52.0-ORF21
seq211	>tsa-GBSN01057725.1 (REVERSE SENSE) TSA: Lathyrus sativus a503653_6 transcribed RNA sequence-table1-Totiviridae-HMM1-130_99.0-ORF13
seq212	>tsa-GBSS01044897.1 (REVERSE SENSE) TSA: Lathyrus sativus a354004_10 transcribed RNA sequence-table1-Totiviridae-HMM1-107_47.0-ORF17
seq213	>tsa-GBSS01051935.1 TSA: Lathyrus sativus a453417_7 transcribed RNA sequence-table4-Totiviridae-HMM228-479_52.0-ORF21
seq214	>tsa-GBSS01054531.1 (REVERSE SENSE) TSA: Lathyrus sativus a503653_6 transcribed RNA sequence-table1-Totiviridae-HMM1-130_99.0-ORF13
seq215	>tsa-GFCJ01030370.1 (REVERSE SENSE) TSA: Loxostege sticticalis c47309.graph_c0 transcribed RNA sequence-table6-Totiviridae-HMM1-284_52.0-ORF41
seq216	>tsa-GEEC01007285.1 TSA: Mangifera indica contig52115 transcribed RNA sequence-table1-Totiviridae-HMM10-88_86.0-ORF2
seq217	>tsa-GEEC01028067.1 TSA: Mangifera indica contig31027 transcribed RNA sequence-table1-Totiviridae-HMM1-101_80.0-ORF4
seq218	>tsa-GEEC01033860.1 (REVERSE SENSE) TSA: Mangifera indica contig45577 transcribed RNA sequence-table1-Totiviridae-HMM1-112_99.0-ORF7
seq219	>tsa-GAZE02096979.1 TSA: Mastotermes darwiniensis C405544_a_5_0_l_355 transcribed RNA sequence-table1-Totiviridae-HMM1-100_84.0-ORF3
seq220	>tsa-GFLB01004608.1 TSA: Mazzaella japonica scaffold-WEJN-2022162-Mazzaella_japonica transcribed RNA sequence-table1-Totiviridae-HMM22-149_85.0-ORF4
seq221	>tsa-GFLB01008681.1 (REVERSE SENSE) TSA: Mazzaella japonica scaffold-WEJN-2024780-Mazzaella_japonica transcribed RNA sequence-table1-Totiviridae-HMM3-364_91.0-ORF33
seq222	>tsa-GFLB01011784.1 (REVERSE SENSE) TSA: Mazzaella japonica scaffold-WEJN-2004710-Mazzaella_japonica transcribed RNA sequence-table1-Totiviridae-HMM3-418_70.0-ORF50
seq223	>tsa-GCPB01034756.1 (REVERSE SENSE) TSA: Megastigmus spermotrophus contig42287 transcribed RNA sequence-table1-Totiviridae-HMM61-209_63.0-ORF18
seq224	>tsa-GACY01003739.1 (REVERSE SENSE) TSA: Mengenilla moldrzyki contig03747 mRNA sequence-table6-Totiviridae-HMM9-223_55.0-ORF36
seq225	>tsa-GFRX01062577.1 TSA: Panax notoginseng TR103168_c0_g1_i1 transcribed RNA sequence-table4-Totiviridae-HMM431-799_31.0-ORF56
seq226	>tsa-GFRX01062578.1 TSA: Panax notoginseng TR103168_c0_g1_i2 transcribed RNA sequence-table4-Totiviridae-HMM431-799_33.0-ORF56
seq227	>tsa-GACM01000569.1 TSA: Phakopsora pachyrhizi Thai1 Pp_contig05878 mRNA sequence-table6-Totiviridae-HMM204-663_51.0-ORF46
seq228	>tsa-GACM01000768.1 (REVERSE SENSE) TSA: Phakopsora pachyrhizi Thai1 Pp_contig02383 mRNA sequence-table4-Totiviridae-HMM239-653_47.0-ORF158
seq229	>tsa-GACM01001017.1 TSA: Phakopsora pachyrhizi Thai1 Pp_contig04598 mRNA sequence-table6-Totiviridae-HMM22-436_70.0-ORF22
seq230	>tsa-GACM01001485.1 (REVERSE SENSE) TSA: Phakopsora pachyrhizi Thai1 Pp_contig05068 mRNA sequence-table1-Totiviridae-HMM14-149_90.0-ORF12
seq231	>tsa-GACM01001698.1 TSA: Phakopsora pachyrhizi Thai1 Pp_contig09517 mRNA sequence-table1-Totiviridae-HMM4-107_96.0-ORF4
seq232	>tsa-GACM01002484.1 (REVERSE SENSE) TSA: Phakopsora pachyrhizi Thai1 Pp_contig01469 mRNA sequence-table1-Totiviridae-HMM2-111_98.0-ORF13
seq233	>tsa-GACM01002541.1 TSA: Phakopsora pachyrhizi Thai1 Pp_contig01637 mRNA sequence-table4-Totiviridae-HMM160-572_52.0-ORF28
seq234	>tsa-GACM01002865.1 TSA: Phakopsora pachyrhizi Thai1 Pp_contig00012 mRNA sequence-table4-Totiviridae-HMM16-201_54.0-ORF12
seq235	>tsa-GACM01003023.1 TSA: Phakopsora pachyrhizi Thai1 Pp_contig00672 mRNA sequence-table4-Totiviridae-HMM11-327_83.0-ORF17
seq236	>tsa-GACM01003042.1 TSA: Phakopsora pachyrhizi Thai1 Pp_contig00844 mRNA sequence-table4-Totiviridae-HMM242-439_44.0-ORF20
seq237	>tsa-GACM01003071.1 (REVERSE SENSE) TSA: Phakopsora pachyrhizi Thai1 Pp_contig00799 mRNA sequence-table6-Totiviridae-HMM150-609_62.0-ORF63
seq238	>tsa-GACM01003327.1 (REVERSE SENSE) TSA: Phakopsora pachyrhizi Thai1 Pp_contig02568 mRNA sequence-table6-Totiviridae-HMM14-228_88.0-ORF45
seq239	>tsa-GACM01003622.1 TSA: Phakopsora pachyrhizi Thai1 Pp_contig03497 mRNA sequence-table4-Totiviridae-HMM31-236_86.0-ORF10
seq240	>tsa-GEUO01004696.1 TSA: Podosphaera xanthii Pfusca_clean_c7919_mira transcribed RNA sequence-table1-Totiviridae-HMM2-308_68.0-ORF10
seq241	>tsa-GEUO01004841.1 (REVERSE SENSE) TSA: Podosphaera xanthii Pfusca_clean_c10351_mira transcribed RNA sequence-table4-Totiviridae-HMM62-265_76.0-ORF42
seq242	>tsa-GEUO01007329.1 TSA: Podosphaera xanthii Pfusca_clean_c10629_mira transcribed RNA sequence-table6-Totiviridae-HMM1-229_74.0-ORF10
seq243	>tsa-GEUO01008218.1 TSA: Podosphaera xanthii Pfusca_clean_c32167_mira transcribed RNA sequence-table1-Totiviridae-HMM1-334_99.0-ORF11
seq244	>tsa-GEUO01008327.1 TSA: Podosphaera xanthii Pfusca_clean_c15149_mira transcribed RNA sequence-table4-Totiviridae-HMM2-197_76.0-ORF10
seq245	>tsa-GEUO01009515.1 TSA: Podosphaera xanthii Pfusca_clean_c23963_mira transcribed RNA sequence-table4-Totiviridae-HMM21-261_87.0-ORF11
seq246	>tsa-GEUO01009767.1 TSA: Podosphaera xanthii Pfusca_clean_c17967_mira transcribed RNA sequence-table1-Totiviridae-HMM143-304_52.0-ORF12
seq247	>tsa-GEUO01010077.1 (REVERSE SENSE) TSA: Podosphaera xanthii Pfusca_clean_c11920_mira transcribed RNA sequence-table1-Totiviridae-HMM162-298_45.0-ORF24
seq248	>tsa-GEUO01011264.1 (REVERSE SENSE) TSA: Podosphaera xanthii Contig541 transcribed RNA sequence-table1-Totiviridae-HMM3-173_60.0-ORF25
seq249	>tsa-GEUO01012054.1 TSA: Podosphaera xanthii Pfusca_clean_c13846_mira transcribed RNA sequence-table1-Totiviridae-HMM1-271_99.0-ORF10
seq250	>tsa-GEUO01012078.1 TSA: Podosphaera xanthii Pfusca_clean_c27471_mira transcribed RNA sequence-table1-Totiviridae-HMM4-241_87.0-ORF8
seq251	>tsa-GEUO01015455.1 (REVERSE SENSE) TSA: Podosphaera xanthii Pfusca_clean_c19547_mira transcribed RNA sequence-table6-Totiviridae-HMM7-182_92.0-ORF18
seq252	>tsa-GEUO01018166.1 TSA: Podosphaera xanthii Pfusca_clean_c21686_mira transcribed RNA sequence-table6-Totiviridae-HMM1-168_79.0-ORF9
seq253	>tsa-GEUO01022701.1 (REVERSE SENSE) TSA: Podosphaera xanthii Pfusca_clean_c26453_mira transcribed RNA sequence-table1-Totiviridae-HMM1-86_48.0-ORF12
seq254	>tsa-GEUO01022880.1 (REVERSE SENSE) TSA: Podosphaera xanthii Pfusca_clean_c22253_mira transcribed RNA sequence-table1-Totiviridae-HMM4-173_97.0-ORF15
seq255	>tsa-GEUO01023055.1 (REVERSE SENSE) TSA: Podosphaera xanthii Pfusca_clean_c21744_mira transcribed RNA sequence-table1-Totiviridae-HMM41-170_75.0-ORF10
seq256	>tsa-GEUO01023441.1 TSA: Podosphaera xanthii Pfusca_clean_c22910_mira transcribed RNA sequence-table1-Totiviridae-HMM2-167_97.0-ORF7
seq257	>tsa-GEUO01024010.1 TSA: Podosphaera xanthii Pfusca_clean_c13209_mira transcribed RNA sequence-table1-Totiviridae-HMM3-165_98.0-ORF7
seq258	>tsa-GEUO01024460.1 (REVERSE SENSE) TSA: Podosphaera xanthii Pfusca_clean_c19338_mira transcribed RNA sequence-table1-Totiviridae-HMM4-85_50.0-ORF15
seq259	>tsa-GEHP01004297.1 (REVERSE SENSE) TSA: Porites astreoides TR4078_c0_g1_i1 transcribed RNA sequence-table1-Totiviridae-HMM3-103_97.0-ORF11
seq260	>tsa-GEHP01068358.1 TSA: Porites astreoides TR65244_c0_g1_i1 transcribed RNA sequence-table1-Totiviridae-HMM5-141_95.0-ORF4
seq261	>tsa-GAIR01002905.1 TSA: Puccinia striiformis f. sp. tritici PST79_6638 transcribed RNA sequence-table4-Totiviridae-HMM4-111_64.0-ORF10
seq262	>tsa-GAIR01004304.1 TSA: Puccinia striiformis f. sp. tritici PST79_11229 transcribed RNA sequence-table4-Totiviridae-HMM2-130_87.0-ORF6
seq263	>tsa-GAIS01002840.1 TSA: Puccinia striiformis f. sp. tritici Hcontig_6709 transcribed RNA sequence-table4-Totiviridae-HMM3-110_65.0-ORF10
seq264	>tsa-GAIS01007917.1 TSA: Puccinia striiformis f. sp. tritici Hcontig_16474 transcribed RNA sequence-table1-Totiviridae-HMM1-189_65.0-ORF11
seq265	>tsa-GAIS01012457.1 TSA: Puccinia striiformis f. sp. tritici Hcontig_10487 transcribed RNA sequence-table6-Totiviridae-HMM7-114_91.0-ORF9
seq266	>tsa-GAIY01002142.1 (REVERSE SENSE) TSA: Puccinia striiformis f. sp. tritici Scontig_612 transcribed RNA sequence-table1-Totiviridae-HMM6-167_95.0-ORF15
seq267	>tsa-GFKY01019707.1 (REVERSE SENSE) TSA: Pyropia yezoensis scaffold-ZULJ-2058493-Porphyra_yezoensis transcribed RNA sequence-table1-Totiviridae-HMM5-111_94.0-ORF9
seq268	>tsa-GFCG01070398.1 TSA: Silene dioica TR33153_c0_g1_i1 transcribed RNA sequence-table1-Totiviridae-HMM28-182_84.0-ORF7
seq269	>tsa-GFCG01073250.1 TSA: Silene dioica TR35929_c0_g1_i1 transcribed RNA sequence-table1-Totiviridae-HMM282-519_45.0-ORF16
seq270	>tsa-GFCG01081080.1 (REVERSE SENSE) TSA: Silene dioica TR43599_c0_g1_i1 transcribed RNA sequence-table1-Totiviridae-HMM30-303_89.0-ORF26
seq271	>tsa-GFCG01083627.1 TSA: Silene dioica TR46085_c0_g1_i1 transcribed RNA sequence-table1-Totiviridae-HMM1-107_54.0-ORF6
seq272	>tsa-GFCH01065647.1 (REVERSE SENSE) TSA: Silene dioica TR29216_c0_g1_i1 transcribed RNA sequence-table1-Totiviridae-HMM2-235_64.0-ORF28
seq273	>tsa-GFCH01074636.1 TSA: Silene dioica TR38016_c0_g1_i1 transcribed RNA sequence-table1-Totiviridae-HMM10-432_81.0-ORF15
seq274	>tsa-GFCH01079704.1 TSA: Silene dioica TR42985_c0_g1_i1 transcribed RNA sequence-table1-Totiviridae-HMM1-68_36.0-ORF5
seq275	>tsa-GFCH01082366.1 (REVERSE SENSE) TSA: Silene dioica TR45597_c0_g1_i1 transcribed RNA sequence-table1-Totiviridae-HMM19-161_87.0-ORF14
seq276	>tsa-GEYV01041786.1 TSA: Silene grisebachii c32143_g1_i1 transcribed RNA sequence-table6-Totiviridae-HMM360-829_43.0-ORF54
seq277	>tsa-GEYV01065095.1 TSA: Silene grisebachii c36550_g1_i1 transcribed RNA sequence-table6-Totiviridae-HMM231-701_49.0-ORF53
seq278	>tsa-GEYV01144858.1 (REVERSE SENSE) TSA: Silene grisebachii c79140_g1_i1 transcribed RNA sequence-table1-Totiviridae-HMM1-44_53.0-ORF7
seq279	>tsa-GEYW01044533.1 TSA: Silene subconica c28247_g1_i1 transcribed RNA sequence-table1-Totiviridae-HMM33-121_69.0-ORF4
seq280	>tsa-GEYW01045767.1 TSA: Silene subconica c29518_g1_i1 transcribed RNA sequence-table1-Totiviridae-HMM1-98_97.0-ORF4
seq281	>tsa-GDIM01028937.1 TSA: Stomoxys calcitrans Stomoxys28938 transcribed RNA sequence-table6-Totiviridae-HMM11-422_74.0-ORF17
seq282	>tsa-GDIM01045081.1 TSA: Stomoxys calcitrans Stomoxys45090 transcribed RNA sequence-table4-Totiviridae-HMM110-436_74.0-ORF17
seq283	>tsa-GDIM01045082.1 TSA: Stomoxys calcitrans Stomoxys45091 transcribed RNA sequence-table4-Totiviridae-HMM131-457_71.0-ORF18
seq284	>tsa-GBBP01176362.1 (REVERSE SENSE) TSA: Teleopsis dalmanni Td_comp6756_c0_seq1 transcribed RNA sequence-table4-Totiviridae-HMM166-537_66.0-ORF42
seq285	>tsa-GBTL01006137.1 TSA: Tetragonula carbonaria C113303_a_3_0_l_242 transcribed RNA sequence-table4-Totiviridae-HMM5-80_93.0-ORF5
seq286	>tsa-GAXI02022882.1 (REVERSE SENSE) TSA: Tetrodontophora bielanensis C172417_a_5_0_l_1303 transcribed RNA sequence-table4-Totiviridae-HMM11-180_38.0-ORF37
seq287	>tsa-GBUQ01013088.1 (REVERSE SENSE) TSA: Trichopria drosophilae C56082_a_11_0_l_2072 transcribed RNA sequence-table6-Totiviridae-HMM2-247_38.0-ORF50
seq288	>tsa-GACI01000485.1 TSA: Uromyces appendiculatus Ua_contig07321 mRNA sequence-table6-Totiviridae-HMM190-526_63.0-ORF46
seq289	>tsa-GACI01000486.1 TSA: Uromyces appendiculatus Ua_contig07366 mRNA sequence-table6-Totiviridae-HMM190-646_60.0-ORF56
seq290	>tsa-GACI01003374.1 (REVERSE SENSE) TSA: Uromyces appendiculatus Ua_contig10570 mRNA sequence-table6-Totiviridae-HMM339-796_53.0-ORF96
seq291	>tsa-GACI01004215.1 (REVERSE SENSE) TSA: Uromyces appendiculatus Ua_contig01686 mRNA sequence-table6-Totiviridae-HMM197-661_57.0-ORF98
seq292	>tsa-GACI01005200.1 (REVERSE SENSE) TSA: Uromyces appendiculatus Ua_contig00565 mRNA sequence-table6-Totiviridae-HMM18-182_61.0-ORF19
