seq1	>ref-NC_004752.1 Yam mosaic virus, complete genome-table6-Potyviridae-HMM2298-2761_14.0-ORF110
seq211	>nrnt-EF199550 Dasheen mosaic virus isolate YN80 polyprotein gene, partial cds.-table4-Potyviridae-HMM1-158_28.0-ORF21
seq212	>nrnt-EF203688 Freesia mosaic virus isolate Golden Yellow polyprotein gene, partial cds.-table1-Potyviridae-HMM1-150_43.0-ORF11
seq213	>nrnt-EF203686 Veltheimia mosaic virus isolate Lemone Flame polyprotein gene, partial cds.-table6-Potyviridae-HMM1-151_29.0-ORF20
seq214	>nrnt-DQ407934 Zantedeschia mild mosaic virus polyprotein gene, partial cds.-table1-Potyviridae-HMM1-157_30.0-ORF18
seq215	>nrnt-DQ925466 Dasheen mosaic virus isolate DsMV-VN/Tt1 polyprotein gene, partial cds.-table6-Potyviridae-HMM1-148_28.0-ORF17
seq216	>nrnt-DQ925464 Dasheen mosaic virus isolate DsMV-VN/Ce1 polyprotein gene, partial cds.-table6-Potyviridae-HMM1-148_26.0-ORF15
seq217	>nrnt-DQ973169 Maize dwarf mosaic virus from Argentina polyprotein gene, partial cds.-table4-Potyviridae-HMM4-466_55.0-ORF22
seq218	>nrnt-DQ641510 Zucchini yellow fleck virus isolate It polyprotein gene, partial cds.-table4-Potyviridae-HMM1-158_29.0-ORF19
seq219	>nrnt-DQ530434 Sorghum mosaic virus isolate Yunnan polyprotein gene, partial cds.-table4-Potyviridae-HMM1-159_30.0-ORF16
seq220	>nrnt-AF228516 Hibbertia virus Y polyprotein gene, partial cds.-table6-Potyviridae-HMM1-159_27.0-ORF16
seq221	>nrnt-AF228515 Clitoria virus Y polyprotein gene, partial cds.-table6-Potyviridae-HMM1-158_29.0-ORF17
seq222	>nrnt-KU981083 Ornithogalum mosaic virus isolate Taean, complete genome.-table4-Potyviridae-HMM2247-2714_15.0-ORF94
seq223	>nrnt-KU556609 Daphne virus Y isolate SK, complete genome.-table6-Potyviridae-HMM2312-2776_14.0-ORF99
seq224	>nrnt-KT729506 Zantedeschia mild mosaic virus isolate Australia, complete genome.-table6-Potyviridae-HMM2352-2818_14.0-ORF99
seq225	>nrnt-KT896752 Pepper severe mottle virus isolate CAPIM2 polyprotein gene, partial cds.-table6-Potyviridae-HMM1-243_40.0-ORF21
seq226	>nrnt-LC037232 Soybean mosaic virus gene for polyprotein, complete cds, strain: Uraria.-table6-Potyviridae-HMM2340-2806_14.0-ORF102
seq227	>nrnt-AF203539 Carrot virus Y country Australia polyprotein gene, partial cds.-table6-Potyviridae-HMM1-159_28.0-ORF16
seq228	>nrnt-AF016366 Sweet potato feathery mottle virus isolate Zimbabwe polyprotein mRNA, partial cds.-table6-Potyviridae-HMM1-222_34.0-ORF18
seq229	>nrnt-AF028004 Watermelon leaf mottle virus polyprotein gene, partial cds.-table6-Potyviridae-HMM1-344_49.0-ORF21
seq230	>nrnt-KM066970 Nerine yellow stripe virus isolate Noida 2 polyprotein gene, partial cds.-table4-Potyviridae-HMM1-157_32.0-ORF20
seq231	>nrnt-KM655833 Cowpea aphid-borne mosaic virus isolate RR4 polyprotein gene, complete cds.-table4-Potyviridae-HMM2284-2751_15.0-ORF59
seq232	>nrnt-KJ789141 Japanese yam mosaic virus isolate FX1, complete genome.-table4-Potyviridae-HMM2357-2822_14.0-ORF110
seq233	>nrnt-KJ789135 Chinese yam necrotic mosaic virus isolate FX1, complete genome.-table6-Potyviridae-HMM1861-2315_16.0-ORF96
seq234	>nrnt-EF427894 Gloriosa stripe mosaic virus isolate CB polyprotein gene, complete cds.-table4-Potyviridae-HMM2307-2771_14.0-ORF103
seq235	>nrnt-JN572103 Cotyledon virus Y polyprotein gene, partial cds.-table1-Potyviridae-HMM1-159_30.0-ORF19
seq236	>nrnt-KM401435 Wild tomato mosaic virus isolate XC-1, complete genome.-table4-Potyviridae-HMM2300-2765_15.0-ORF114
seq237	>nrnt-KJ701427 Japanese yam mosaic virus strain Chinese polyprotein gene, complete cds.-table6-Potyviridae-HMM2356-2821_14.0-ORF110
seq238	>nrnt-FR694185 Passiflora chlorosis virus partial gene for polyprotein, CP gene region, isolate DSMZ PV-0598.-table6-Potyviridae-HMM5-165_28.0-ORF16
seq239	>nrnt-JQ395042 Narcissus yellow stripe virus isolate Marijiniup 3, complete genome.-table6-Potyviridae-HMM2352-2817_14.0-ORF115
seq240	>nrnt-KJ619376 Shamrock chlorotic ringspot virus isolate WI polyprotein gene, partial cds.-table6-Potyviridae-HMM1-159_32.0-ORF17
seq241	>nrnt-KJ152154 Hardenbergia mosaic virus isolate MD4-A, complete genome.-table6-Potyviridae-HMM2311-2777_14.0-ORF105
seq242	>nrnt-JQ911735 Narcissus degeneration virus polyprotein gene, partial cds.-table4-Potyviridae-HMM673-1138_31.0-ORF50
seq243	>nrnt-JQ911732 Narcissus yellow stripe virus isolate ZZ-2, complete genome.-table6-Potyviridae-HMM2332-2797_14.0-ORF109
seq244	>nrnt-KF826466 Tulip breaking virus isolate Texas Flame polyprotein gene, partial cds.-table1-Potyviridae-HMM816-1138_28.0-ORF35
seq245	>nrnt-AB872308 Bean common mosaic virus gene, putative polyprotein, isolate: HB1.-table6-Potyviridae-HMM1-290_45.0-ORF18
seq246	>nrnt-KF632714 Onion yellow dwarf virus isolate OYDV-SW9-Arg2 polyprotein gene, partial cds.-table4-Potyviridae-HMM2596-3062_13.0-ORF128
seq247	>nrnt-KF360240 Pleione flower breaking virus isolate 052013 polyprotein gene, partial cds.-table6-Potyviridae-HMM2-75_16.0-ORF14
seq248	>nrnt-KF442403 Tulip breaking virus coat protein gene, partial cds.-table6-Potyviridae-HMM2-143_30.0-ORF15
seq249	>nrnt-JX865782 Nerine yellow stripe virus isolate US polyprotein gene, partial cds.-table4-Potyviridae-HMM4-164_32.0-ORF19
seq250	>nrnt-JX433019 Onion yellow dwarf virus isolate OYDV-Se, complete genome.-table4-Potyviridae-HMM2641-3108_13.0-ORF114
seq251	>nrnt-JN257715 Large cardamom chirke virus isolate ChK-1 polyprotein gene, partial cds.-table6-Potyviridae-HMM1-158_26.0-ORF17
seq252	>nrnt-FR694182 Passion fruit woodiness virus partial gene for polyprotein, CP gene region, strain Ugandan, isolate 69c.-table6-Potyviridae-HMM5-165_29.0-ORF16
seq253	>nrnt-AB701693 Turnip mosaic virus genomic RNA, nearly complete genome, isolate: OS.-table4-Potyviridae-HMM2389-2855_14.0-ORF110
seq254	>nrnt-JN936424 Potato virus Y isolate NN300_76 polyprotein-like gene, partial sequence.-table1-Potyviridae-HMM1-73_18.0-ORF58
seq255	>nrnt-JN127335 Lily virus A isolate Bate1 polyprotein gene, partial cds.-table6-Potyviridae-HMM1778-2242_18.0-ORF81
seq256	>nrnt-HQ225836 Commelina mild mosaic virus isolate Rosedale polyprotein gene, partial cds.-table6-Potyviridae-HMM4-163_30.0-ORF19
seq257	>nrnt-AB679294 Passiflora virus Y gene for polyprotein, partial cds.-table6-Potyviridae-HMM1-240_37.0-ORF21
seq258	>nrnt-JQ794501 Plum pox virus strain PPV-Rec isolate BOR-3, complete genome.-table4-Potyviridae-HMM1387-1853_20.0-ORF93
seq259	>nrnt-FJ349327 Delphinium vein-clearing virus polyprotein gene, partial cds.-table4-Potyviridae-HMM1-159_31.0-ORF18
seq260	>nrnt-EF710625 Araujia mosaic virus isolate ARG1973 polyprotein gene, partial cds.-table6-Potyviridae-HMM1-159_27.0-ORF21
seq261	>nrnt-YMU53440 Yam mosaic virus BF60 polyprotein (NIb protein and coat protein) gene, partial cds.-table1-Potyviridae-HMM2-256_56.0-ORF14
seq262	>nrnt-SMU57354 Sugarcane mosaic virus strain A polyprotein mRNA, partial cds.-table6-Potyviridae-HMM1-221_33.0-ORF16
seq263	>nrnt-PTWPARD Shallot potyvirus (probably onion yellow dwarf virus) protease gene, partial cds, RNA-dependent RNA polymerase gene, partial cds.-table1-Potyviridae-HMM377-840_55.0-ORF32
seq264	>nrnt-JF320812 Iris mild mosaic virus isolate WA-1 polyprotein gene, partial cds.-table6-Potyviridae-HMM1999-2465_16.0-ORF94
seq265	>nrnt-JN250997 Basella rugose mosaic virus isolate MJ polyprotein gene, partial cds.-table6-Potyviridae-HMM1-158_28.0-ORF17
seq266	>nrnt-JN692502 Amaranthus mosaic potyvirus isolate Amaranthus polyprotein gene, partial cds.-table1-Potyviridae-HMM2-68_19.0-ORF9
seq267	>nrnt-AB194623 Leek yellow stripe virus gene for polyprotein (P1 protein, HC-Pro protein, P3 protien, 6K1 protein, CI protein, 6K2 protein, NIa-VPg protein, NIa-Pro protein, NIb protein, coat protein regions), partial cds, isolate: 1A3l.-table6-Potyviridae-HMM2453-2917_14.0-ORF116
seq268	>nrnt-AJ345002 Cardamom mosaic virus partial nib gene for nuclear inclusion body b, genomic RNA.-table1-Potyviridae-HMM63-508_76.0-ORF21
seq269	>nrnt-FN179153 Plum pox virus partial gene for polyprotein and 3'UTR, genomic RNA, strain Rec, isolate PPV-Godollo2.-table6-Potyviridae-HMM1-152_28.0-ORF18
seq270	>nrnt-AB560671 Soybean leaf rugose mosaic virus gene for polyprotein, partial cds.-table4-Potyviridae-HMM1-152_33.0-ORF12
seq271	>nrnt-AB361564 Ammi majus latent virus gene for polyprotein, partial cds.-table6-Potyviridae-HMM2-166_32.0-ORF15
seq272	>nrnt-FM997911 Yam chlorotic necrotic mosaic virus partial polyprotein gene, genomic RNA, isolate 2.-table6-Potyviridae-HMM1-159_27.0-ORF22
seq273	>nrnt-AM184114 Plum pox virus partial gene for polyprotein, genomic RNA, isolate B1298.-table6-Potyviridae-HMM1-152_30.0-ORF16
seq274	>nrnt-AM774001 Butterfly flower mosaic virus partial gene for polyprotein, Hangzhou isolate, genomic RNA.-table6-Potyviridae-HMM1-155_31.0-ORF17
seq275	>nrnt-AB373203 Bean yellow mosaic virus genomic RNA, complete genome, strain: CS.-table6-Potyviridae-HMM2329-2793_14.0-ORF105
seq276	>nrnt-AJ580095 Amaranthus leaf mottle virus partial gene for polyprotein, genomic RNA, isolate I.-table4-Potyviridae-HMM1-152_30.0-ORF16
seq277	>nrnt-X73883 Wheat spindle streak mosaic virus RNA.-table6-Potyviridae-HMM689-1141_29.0-ORF54
seq278	>nrnt-AJ616719 Vanilla mosaic virus partial mRNA for polyprotein (NIb-CP gene), isolate FP (WP013).-table4-Potyviridae-HMM3-127_20.0-ORF23
seq279	>nrnt-AM184113 Henbane mosaic virus partial gene for polyprotein, genomic RNA, isolate PHYS/H.-table6-Potyviridae-HMM1-152_27.0-ORF16
seq280	>nrnt-AJ628756 Dasheen mosaic virus partial polyprotein gene for NIb and coat proteins, genomic RNA, isolate SY1.-table6-Potyviridae-HMM1-159_28.0-ORF18
seq281	>nrnt-AB011404 Calanthe mild mosaic potyvirus RNA for polyprotein (NIb/CP region), partial cds.-table4-Potyviridae-HMM1-56_13.0-ORF14
seq282	>nrnt-AB158522 Alstroemeria mosaic virus NIb/CP gene for nuclear inclusion protein b/coat protein, partial cds.-table6-Potyviridae-HMM4-163_32.0-ORF18
seq283	>nrnt-AJ581528 Tuberose mild mottle virus partial ORF1 for polyprotein, genomic RNA.-table6-Potyviridae-HMM681-1146_30.0-ORF53
seq284	>nrnt-AB099711 Chinese artichoke mosaic virus gene for polyprotein, partial cds.-table4-Potyviridae-HMM1-152_28.0-ORF20
seq285	>nrnt-AB079660 Ornithogalum virus 3 gene for polyprotein, partial cds, clone:C14.-table6-Potyviridae-HMM4-163_31.0-ORF14
seq286	>nrnt-AB079654 Ornithogalum virus 2 gene for polyprotein, partial cds, clone:C15.-table6-Potyviridae-HMM4-164_30.0-ORF13
seq287	>nrnt-X75939 Iris severe mosaic potyvirus gene for coat protein.-table6-Potyviridae-HMM2-419_49.0-ORF29
seq288	>tsa-GAHU01012125.1 TSA: Agave tequilana Locus5454v1rpkm53.89 transcribed RNA sequence-table6-Potyviridae-HMM1798-2259_17.0-ORF94
seq289	>tsa-GAHU01012126.1 TSA: Agave tequilana Locus5454v2rpkm23.35 transcribed RNA sequence-table1-Potyviridae-HMM1605-2066_19.0-ORF75
seq290	>tsa-GAHU01012127.1 TSA: Agave tequilana Locus5454v3rpkm13.15 transcribed RNA sequence-table1-Potyviridae-HMM499-766_34.0-ORF27
seq291	>tsa-GAHU01036573.1 TSA: Agave tequilana Locus17070v1rpkm16.09 transcribed RNA sequence-table1-Potyviridae-HMM1-422_99.0-ORF12
seq292	>tsa-GAHU01042757.1 TSA: Agave tequilana Locus20183v1rpkm12.70 transcribed RNA sequence-table6-Potyviridae-HMM2200-2663_15.0-ORF105
seq293	>tsa-GFAR01022815.1 (REVERSE SENSE) TSA: Allium ampeloprasum c114470_g1 transcribed RNA sequence-table1-Potyviridae-HMM1-79_97.0-ORF7
seq294	>tsa-GFAR01025486.1 TSA: Allium ampeloprasum c113792_g2 transcribed RNA sequence-table1-Potyviridae-HMM2111-2574_16.0-ORF79
seq295	>tsa-GFAR01033951.1 TSA: Allium ampeloprasum c165178_g1 transcribed RNA sequence-table1-Potyviridae-HMM1-88_98.0-ORF3
seq296	>tsa-GFAR01034053.1 (REVERSE SENSE) TSA: Allium ampeloprasum c77832_g1 transcribed RNA sequence-table1-Potyviridae-HMM202-492_58.0-ORF38
seq297	>tsa-GFAR01034084.1 (REVERSE SENSE) TSA: Allium ampeloprasum c76765_g1 transcribed RNA sequence-table1-Potyviridae-HMM1-81_22.0-ORF32
seq298	>tsa-GFAR01076045.1 TSA: Allium ampeloprasum c83222_g3 transcribed RNA sequence-table1-Potyviridae-HMM2-115_97.0-ORF5
seq299	>tsa-GFAR01092002.1 TSA: Allium ampeloprasum c44660_g1 transcribed RNA sequence-table1-Potyviridae-HMM1-70_98.0-ORF2
seq300	>tsa-GFAR01130718.1 (REVERSE SENSE) TSA: Allium ampeloprasum c83222_g2 transcribed RNA sequence-table1-Potyviridae-HMM14-95_84.0-ORF11
seq301	>tsa-GFAR01151536.1 TSA: Allium ampeloprasum c113279_g1 transcribed RNA sequence-table4-Potyviridae-HMM2453-2916_14.0-ORF119
seq302	>tsa-GFAR01155919.1 (REVERSE SENSE) TSA: Allium ampeloprasum c104341_g1 transcribed RNA sequence-table4-Potyviridae-HMM1-174_33.0-ORF46
seq303	>tsa-GFAR01163804.1 TSA: Allium ampeloprasum c56623_g1 transcribed RNA sequence-table1-Potyviridae-HMM5-98_94.0-ORF4
seq304	>tsa-GFAR01185610.1 (REVERSE SENSE) TSA: Allium ampeloprasum c83222_g1 transcribed RNA sequence-table1-Potyviridae-HMM1-155_98.0-ORF15
seq305	>tsa-GFAR01186133.1 (REVERSE SENSE) TSA: Allium ampeloprasum c33378_g1 transcribed RNA sequence-table1-Potyviridae-HMM1-93_97.0-ORF8
seq306	>tsa-GFAJ01003684.1 TSA: Allium ascalonicum c70534_g2 transcribed RNA sequence-table1-Potyviridae-HMM1-90_98.0-ORF3
seq307	>tsa-GFAJ01008670.1 TSA: Allium ascalonicum c70534_g3 transcribed RNA sequence-table1-Potyviridae-HMM1-47_63.0-ORF3
seq308	>tsa-GFAJ01015597.1 (REVERSE SENSE) TSA: Allium ascalonicum c35778_g1 transcribed RNA sequence-table1-Potyviridae-HMM1-47_38.0-ORF13
seq309	>tsa-GFAJ01017481.1 TSA: Allium ascalonicum c72132_g1 transcribed RNA sequence-table6-Potyviridae-HMM2632-3097_13.0-ORF115
seq310	>tsa-GFAJ01020180.1 TSA: Allium ascalonicum c70823_g1 transcribed RNA sequence-table1-Potyviridae-HMM435-560_22.0-ORF16
seq311	>tsa-GFAJ01023249.1 TSA: Allium ascalonicum c70534_g1 transcribed RNA sequence-table1-Potyviridae-HMM1-348_55.0-ORF21
seq312	>tsa-GFAJ01034264.1 (REVERSE SENSE) TSA: Allium ascalonicum c1593_g1 transcribed RNA sequence-table1-Potyviridae-HMM3-77_96.0-ORF5
seq313	>tsa-GFAJ01077215.1 (REVERSE SENSE) TSA: Allium ascalonicum c71208_g1 transcribed RNA sequence-table6-Potyviridae-HMM431-896_36.0-ORF170
seq314	>tsa-GFAJ01082995.1 (REVERSE SENSE) TSA: Allium ascalonicum c50677_g1 transcribed RNA sequence-table1-Potyviridae-HMM1-85_98.0-ORF8
seq315	>tsa-GFAJ01088245.1 (REVERSE SENSE) TSA: Allium ascalonicum c27571_g1 transcribed RNA sequence-table1-Potyviridae-HMM1-71_98.0-ORF5
seq316	>tsa-GEOY01010412.1 TSA: Allium cepa c26724_g1 transcribed RNA sequence-table4-Potyviridae-HMM44-509_54.0-ORF28
seq317	>tsa-GFAK01057527.1 TSA: Allium cepa var. aggregatum c46396_g1 transcribed RNA sequence-table4-Potyviridae-HMM2635-3102_13.0-ORF116
seq318	>tsa-GFAK01079097.1 (REVERSE SENSE) TSA: Allium cepa var. aggregatum c46087_g1 transcribed RNA sequence-table4-Potyviridae-HMM935-1402_26.0-ORF153
seq319	>tsa-GFAM01033387.1 (REVERSE SENSE) TSA: Allium fistulosum c76872_g2 transcribed RNA sequence-table6-Potyviridae-HMM660-1125_30.0-ORF107
seq320	>tsa-GFAM01055977.1 TSA: Allium fistulosum c43296_g1 transcribed RNA sequence-table1-Potyviridae-HMM1-344_99.0-ORF11
seq321	>tsa-GFAM01112676.1 TSA: Allium fistulosum c33699_g1 transcribed RNA sequence-table1-Potyviridae-HMM1-58_81.0-ORF3
seq322	>tsa-GFAM01123746.1 TSA: Allium fistulosum c76883_g1 transcribed RNA sequence-table6-Potyviridae-HMM2630-3095_13.0-ORF120
seq323	>tsa-GFAO01080516.1 (REVERSE SENSE) TSA: Allium macrostemon c109465_g1 transcribed RNA sequence-table4-Potyviridae-HMM1375-1840_21.0-ORF180
seq324	>tsa-GFAO01108641.1 TSA: Allium macrostemon c74775_g1 transcribed RNA sequence-table4-Potyviridae-HMM2221-2686_15.0-ORF108
seq325	>tsa-GFAP01019212.1 TSA: Allium sativum c8001_g1 transcribed RNA sequence-table1-Potyviridae-HMM280-359_21.0-ORF11
seq326	>tsa-GFAP01020105.1 TSA: Allium sativum c82272_g1 transcribed RNA sequence-table1-Potyviridae-HMM1-276_55.0-ORF15
seq327	>tsa-GFAP01025056.1 (REVERSE SENSE) TSA: Allium sativum c49734_g1 transcribed RNA sequence-table1-Potyviridae-HMM2-146_98.0-ORF13
seq328	>tsa-GFAP01030060.1 TSA: Allium sativum c119605_g1 transcribed RNA sequence-table1-Potyviridae-HMM1-69_97.0-ORF4
seq329	>tsa-GFAP01034530.1 TSA: Allium sativum c86212_g1 transcribed RNA sequence-table6-Potyviridae-HMM2661-3127_13.0-ORF108
seq330	>tsa-GFAP01036244.1 TSA: Allium sativum c11859_g1 transcribed RNA sequence-table1-Potyviridae-HMM1-112_99.0-ORF5
seq331	>tsa-GFAP01036271.1 TSA: Allium sativum c86257_g1 transcribed RNA sequence-table4-Potyviridae-HMM534-997_34.0-ORF44
seq332	>tsa-GFAP01040024.1 TSA: Allium sativum c134787_g1 transcribed RNA sequence-table1-Potyviridae-HMM1-89_98.0-ORF3
seq333	>tsa-GFAP01041359.1 (REVERSE SENSE) TSA: Allium sativum c51648_g2 transcribed RNA sequence-table1-Potyviridae-HMM1-114_99.0-ORF9
seq334	>tsa-GFAP01045949.1 TSA: Allium sativum c103943_g1 transcribed RNA sequence-table1-Potyviridae-HMM39-104_62.0-ORF3
seq335	>tsa-GFAP01050695.1 TSA: Allium sativum c51991_g1 transcribed RNA sequence-table1-Potyviridae-HMM2-123_98.0-ORF5
seq336	>tsa-GFAP01054730.1 TSA: Allium sativum c20193_g1 transcribed RNA sequence-table1-Potyviridae-HMM1-69_98.0-ORF2
seq337	>tsa-GFAP01065518.1 TSA: Allium sativum c82960_g1 transcribed RNA sequence-table1-Potyviridae-HMM721-915_21.0-ORF26
seq338	>tsa-GFAP01073437.1 TSA: Allium sativum c49382_g1 transcribed RNA sequence-table1-Potyviridae-HMM1-82_98.0-ORF1
seq339	>tsa-GFAP01102516.1 TSA: Allium sativum c137159_g1 transcribed RNA sequence-table1-Potyviridae-HMM1-81_98.0-ORF3
seq340	>tsa-GFAP01107114.1 TSA: Allium sativum c90529_g1 transcribed RNA sequence-table1-Potyviridae-HMM1-115_99.0-ORF4
seq341	>tsa-GFAP01107279.1 (REVERSE SENSE) TSA: Allium sativum c52411_g1 transcribed RNA sequence-table1-Potyviridae-HMM2-223_99.0-ORF19
seq342	>tsa-GFAP01113871.1 TSA: Allium sativum c106983_g1 transcribed RNA sequence-table1-Potyviridae-HMM1-180_99.0-ORF6
seq343	>tsa-GFAP01116790.1 (REVERSE SENSE) TSA: Allium sativum c50141_g1 transcribed RNA sequence-table1-Potyviridae-HMM3-70_95.0-ORF7
seq344	>tsa-GFAP01118728.1 TSA: Allium sativum c124307_g1 transcribed RNA sequence-table1-Potyviridae-HMM1-61_81.0-ORF4
seq345	>tsa-GFAP01128228.1 (REVERSE SENSE) TSA: Allium sativum c51648_g1 transcribed RNA sequence-table1-Potyviridae-HMM1-83_98.0-ORF6
seq346	>tsa-GFAN01020773.1 TSA: Allium tuberosum c49071_g1 transcribed RNA sequence-table1-Potyviridae-HMM18-91_80.0-ORF5
seq347	>tsa-GFAN01033467.1 TSA: Allium tuberosum c110194_g1 transcribed RNA sequence-table1-Potyviridae-HMM2-83_97.0-ORF3
seq348	>tsa-GFAN01038344.1 TSA: Allium tuberosum c108782_g1 transcribed RNA sequence-table1-Potyviridae-HMM1-78_96.0-ORF4
seq349	>tsa-GFAN01048399.1 TSA: Allium tuberosum c108779_g1 transcribed RNA sequence-table1-Potyviridae-HMM1-98_98.0-ORF1
seq350	>tsa-GFAN01081141.1 TSA: Allium tuberosum c127553_g1 transcribed RNA sequence-table1-Potyviridae-HMM1-78_98.0-ORF2
seq351	>tsa-GFAN01129669.1 TSA: Allium tuberosum c51057_g1 transcribed RNA sequence-table1-Potyviridae-HMM1-117_99.0-ORF3
seq352	>tsa-GAER01039244.1 (REVERSE SENSE) TSA: Arachis hypogaea Unigene39271 mRNA sequence-table6-Potyviridae-HMM136-600_48.0-ORF76
seq353	>tsa-GAIG01050090.1 (REVERSE SENSE) TSA: Arachis hypogaea Unigene72527 transcribed RNA sequence-table6-Potyviridae-HMM479-944_34.0-ORF106
seq354	>tsa-GBIY01028820.1 TSA: Arachis hypogaea var. vulgaris Contig28906 transcribed RNA sequence-table1-Potyviridae-HMM1-90_63.0-ORF5
seq355	>tsa-GBJI01005852.1 TSA: Arachis hypogaea var. vulgaris Contig5913 transcribed RNA sequence-table1-Potyviridae-HMM1-90_63.0-ORF5
seq356	>tsa-GFKB01009270.1 TSA: Bdelloura candida comp61256_c0_seq4 transcribed RNA sequence-table4-Potyviridae-HMM10-245_58.0-ORF14
seq357	>tsa-GDFQ01019347.1 TSA: Brassica napus comp34793_c0_seq1 transcribed RNA sequence-table4-Potyviridae-HMM1-208_34.0-ORF20
seq358	>tsa-GDFQ01104865.1 (REVERSE SENSE) TSA: Brassica napus comp76803_c0_seq1 transcribed RNA sequence-table1-Potyviridae-HMM1-263_99.0-ORF24
seq359	>tsa-GDFQ01107569.1 TSA: Brassica napus comp81499_c0_seq1 transcribed RNA sequence-table1-Potyviridae-HMM81-295_72.0-ORF11
seq360	>tsa-GEUE01013434.1 TSA: Callosobruchus maculatus c35154_g1_i1 transcribed RNA sequence-table1-Potyviridae-HMM1-75_98.0-ORF5
seq361	>tsa-GEUE01046935.1 TSA: Callosobruchus maculatus c2254_g1_i1 transcribed RNA sequence-table1-Potyviridae-HMM1-88_98.0-ORF4
seq362	>tsa-GEUE01055620.1 TSA: Callosobruchus maculatus c54988_g1_i1 transcribed RNA sequence-table1-Potyviridae-HMM1-39_53.0-ORF2
seq363	>tsa-GEUE01065096.1 TSA: Callosobruchus maculatus c51524_g1_i1 transcribed RNA sequence-table1-Potyviridae-HMM47-162_70.0-ORF3
seq364	>tsa-GFMU01081275.1 (REVERSE SENSE) TSA: Camellia sinensis c178535.graph_c0 transcribed RNA sequence-table1-Potyviridae-HMM1-115_98.0-ORF10
seq365	>tsa-GFMU01149858.1 TSA: Camellia sinensis c46434.graph_c0 transcribed RNA sequence-table1-Potyviridae-HMM1-198_99.0-ORF8
seq366	>tsa-GFMU01156877.1 TSA: Camellia sinensis c56688.graph_c0 transcribed RNA sequence-table4-Potyviridae-HMM2-129_27.0-ORF15
seq367	>tsa-GFMV01088386.1 (REVERSE SENSE) TSA: Camellia sinensis c187943.graph_c0 transcribed RNA sequence-table1-Potyviridae-HMM1-89_97.0-ORF7
seq368	>tsa-GBKQ01026927.1 (REVERSE SENSE) TSA: Camellia sinensis var. sinensis Unigene10497_ZC302_N2 transcribed RNA sequence-table1-Potyviridae-HMM17-125_83.0-ORF14
seq369	>tsa-GBHN01002005.1 (REVERSE SENSE) TSA: Colaphellus bowringi Contig2216_AA transcribed RNA sequence-table4-Potyviridae-HMM2280-2746_14.0-ORF237
seq370	>tsa-GEYH01054812.1 TSA: Cucurbita pepo CP454855 transcribed RNA sequence-table1-Potyviridae-HMM26-313_91.0-ORF10
seq371	>tsa-GESW01013424.1 (REVERSE SENSE) TSA: Cymbidium tortisepalum var. longibracteatum c2803.graph_c0 transcribed RNA sequence-table1-Potyviridae-HMM1-75_97.0-ORF5
seq372	>tsa-GESW01013425.1 (REVERSE SENSE) TSA: Cymbidium tortisepalum var. longibracteatum c2803.graph_c1 transcribed RNA sequence-table1-Potyviridae-HMM1-78_98.0-ORF9
seq373	>tsa-GFOY01081456.1 (REVERSE SENSE) TSA: Daiswa yunnanensis Unigene48845_All transcribed RNA sequence-table1-Potyviridae-HMM1-54_30.0-ORF19
seq374	>tsa-GFPJ01093987.1 TSA: Daiswa yunnanensis Unigene3124_All transcribed RNA sequence-table1-Potyviridae-HMM2-182_98.0-ORF7
seq375	>tsa-GFPJ01109155.1 (REVERSE SENSE) TSA: Daiswa yunnanensis Unigene48845_All transcribed RNA sequence-table1-Potyviridae-HMM1-54_30.0-ORF19
seq376	>tsa-GFPJ01117529.1 (REVERSE SENSE) TSA: Daiswa yunnanensis Unigene66650_All transcribed RNA sequence-table1-Potyviridae-HMM1-128_99.0-ORF11
seq377	>tsa-GBSB01013656.1 (REVERSE SENSE) TSA: Diabrotica virgifera virgifera isotig13361 transcribed RNA sequence-table6-Potyviridae-HMM1-237_38.0-ORF40
seq378	>tsa-GBCR01002767.1 TSA: Dioscorea zingiberensis comp11620_c0_seq1 transcribed RNA sequence-table1-Potyviridae-HMM38-322_88.0-ORF13
seq379	>tsa-GBCR01027113.1 TSA: Dioscorea zingiberensis comp28391_c0_seq1 transcribed RNA sequence-table1-Potyviridae-HMM2-454_75.0-ORF22
seq380	>tsa-GBCR01027114.1 TSA: Dioscorea zingiberensis comp28391_c0_seq2 transcribed RNA sequence-table1-Potyviridae-HMM2-441_98.0-ORF18
seq381	>tsa-GBCR01027115.1 TSA: Dioscorea zingiberensis comp28391_c0_seq3 transcribed RNA sequence-table1-Potyviridae-HMM1-252_62.0-ORF12
seq382	>tsa-GBCR01032356.1 TSA: Dioscorea zingiberensis comp28799_c0_seq1 transcribed RNA sequence-table6-Potyviridae-HMM1853-2311_17.0-ORF95
seq383	>tsa-GBCR01033065.1 (REVERSE SENSE) TSA: Dioscorea zingiberensis comp29979_c0_seq1 transcribed RNA sequence-table1-Potyviridae-HMM1-123_99.0-ORF13
seq384	>tsa-GBCR01064924.1 TSA: Dioscorea zingiberensis comp4118_c0_seq1 transcribed RNA sequence-table1-Potyviridae-HMM23-125_79.0-ORF6
seq385	>tsa-GBCR01064942.1 TSA: Dioscorea zingiberensis comp4173_c0_seq1 transcribed RNA sequence-table1-Potyviridae-HMM1-100_98.0-ORF3
