seq1	>ref-NC_001469.1 Cucumber necrosis virus, complete genome-table6-Tombusviridae-HMM375-849_54.0-ORF32
seq165	>ref-NC_032960.1 Hubei tombus-like virus 11 strain WHSFII11317 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM113-534_77.0-ORF28
seq166	>ref-NC_032789.1 Hubei tombus-like virus 25 strain WHBL69613 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table4-Tombusviridae-HMM350-848_52.0-ORF37
seq167	>ref-NC_032988.1 Hubei tombus-like virus 20 strain spider131362 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds-table4-Tombusviridae-HMM151-549_72.0-ORF29
seq168	>ref-NC_033017.1 Hubei tombus-like virus 13 strain WHYY18977 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM105-520_69.0-ORF51
seq169	>ref-NC_032992.1 Hubei tombus-like virus 1 strain WHWN54407 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds-table6-Tombusviridae-HMM393-817_48.0-ORF23
seq170	>ref-NC_033444.1 Wenzhou tombus-like virus 9 strain WZSLuoI85212 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM370-877_56.0-ORF29
seq171	>ref-NC_033439.1 Wenzhou tombus-like virus 5 strain WZFSL67420 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table4-Tombusviridae-HMM275-755_61.0-ORF28
seq172	>ref-NC_033417.1 Wenzhou tombus-like virus 11 strain mosZJ33874 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM611-991_37.0-ORF25
seq173	>ref-NC_033427.1 Wenzhou tombus-like virus 6 strain WZFSL85189 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table4-Tombusviridae-HMM114-582_77.0-ORF35
seq174	>ref-NC_033430.1 Wenzhou tombus-like virus 2 strain WZFSL84050 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM187-647_65.0-ORF23
seq175	>ref-NC_033443.1 Wenzhou tombus-like virus 14 strain WZFSL15005 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM521-1000_47.0-ORF34
seq176	>ref-NC_033435.1 Wenzhou tombus-like virus 1 strain WZFSL78713 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table4-Tombusviridae-HMM8-497_66.0-ORF14
seq177	>ref-NC_033434.1 Wenzhou tombus-like virus 8 strain beimix73523 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM453-948_48.0-ORF33
seq178	>ref-NC_033420.1 Wenzhou tombus-like virus 4 strain shrimp14425 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table4-Tombusviridae-HMM634-1104_40.0-ORF28
seq179	>ref-NC_033429.1 Wenzhou tombus-like virus 12 strain WZFSL84432 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds-table6-Tombusviridae-HMM190-565_65.0-ORF29
seq180	>ref-NC_033440.1 Wenzhou tombus-like virus 10 strain WZFSL57346 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table4-Tombusviridae-HMM163-591_67.0-ORF45
seq181	>ref-NC_033441.1 Wenzhou tombus-like virus 7 strain WZFSL44625 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table4-Tombusviridae-HMM383-870_55.0-ORF34
seq182	>ref-NC_033433.1 Wenzhou tombus-like virus 3 strain WZFSL80503 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table4-Tombusviridae-HMM32-499_58.0-ORF21
seq183	>ref-NC_033491.1 Wuhan insect virus 21 strain WHCCII13077 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM227-490_37.0-ORF22
seq184	>ref-NC_033463.1 Wuhan insect virus 20 strain WHCCII13322 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM73-554_81.0-ORF33
seq185	>ref-NC_033709.1 Wuhan spider virus 9 strain spider112003 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds-table6-Tombusviridae-HMM130-570_64.0-ORF23
seq186	>ref-NC_033749.1 Wuhan insect virus 35 strain WHCCII10556 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table6-Tombusviridae-HMM118-435_57.0-ORF15
seq187	>ref-NC_033711.1 Wuhan spider virus 8 strain spider134060 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds-table4-Tombusviridae-HMM44-290_36.0-ORF45
seq188	>ref-NC_033734.1 Xinzhou nematode virus 7 strain XZSJSC65582 hypothetical protein 1 and hypothetical protein 2 genes, complete cds-table4-Tombusviridae-HMM193-632_66.0-ORF18
seq189	>ref-NC_033777.1 Clematis chlorotic mottle virus, complete genome-table6-Tombusviridae-HMM245-744_52.0-ORF34
seq190	>ref-NC_033815.1 Jingmen tombus-like virus 1 strain JMYJCC68055 hypothetical protein genes, complete cds-table6-Tombusviridae-HMM140-499_20.0-ORF65
seq191	>ref-NC_034243.1 Ixeridium yellow mottle virus 2, complete genome-table6-Tombusviridae-HMM32-517_52.0-ORF37
seq192	>ref-NC_034970.1 Peach associated luteovirus isolate Konela, complete genome-table6-Tombusviridae-HMM72-554_83.0-ORF30
seq193	>ref-NC_035452.1 Rice virus A isolate SK, complete genome-table6-Tombusviridae-HMM321-792_53.0-ORF30
seq194	>ref-NC_032807.1 Hubei tombus-like virus 22 strain QTM26784 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds-table6-Tombusviridae-HMM178-601_59.0-ORF29
seq195	>nrnt-KF214786 Papaya meleira virus hypothetical protein and RNA-dependent RNA polymerase genes, complete cds.-table6-Tombusviridae-HMM31-388_75.0-ORF25
seq196	>nrnt-MG600130 Wenzhou tombus-like virus 1 strain RGYQSMGReov43160 hypothetical protein, RNA-dependent RNA polymerase, and hypothetical protein genes, complete cds.-table4-Tombusviridae-HMM222-581_45.0-ORF53
seq197	>nrnt-KX883267 Wenzhou tombus-like virus 13 strain WZFSL80420 hypothetical protein 1 and hypothetical protein 2 genes, complete cds; and hypothetical protein 3 gene, partial cds.-table6-Tombusviridae-HMM374-832_51.0-ORF32
seq198	>nrnt-KX883192 Hubei tombus-like virus 38 strain WGML123693 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds.-table6-Tombusviridae-HMM154-551_66.0-ORF29
seq199	>nrnt-KX883142 Hubei odonate virus 12 strain QTM3271 hypothetical protein 1 and hypothetical protein 2 genes, complete cds.-table6-Tombusviridae-HMM262-514_33.0-ORF36
seq200	>nrnt-KX883087 Changjiang tombus-like virus 13 strain CJLX26767 hypothetical protein 1 and hypothetical protein 2 genes, complete cds; and hypothetical protein 3 gene, partial cds.-table6-Tombusviridae-HMM289-771_56.0-ORF25
seq201	>nrnt-KX883044 Beihai tombus-like virus 6 strain BHWZXX15351 hypothetical protein gene, partial cds.-table4-Tombusviridae-HMM247-710_62.0-ORF20
seq202	>nrnt-KU754520 Corseley virus hypothetical protein 1, putative polymerase, and hypothetical protein 3 genes, complete cds.-table6-Tombusviridae-HMM447-839_45.0-ORF30
seq203	>nrnt-KT598234 Soybean leaf-associated ssRNA virus 2 isolate SaSSRV2-1, partial sequence.-table6-Tombusviridae-HMM556-959_37.0-ORF27
seq204	>nrnt-KT598231 Soybean leaf-associated ssRNA virus 1 isolate SaSSRV1-1, partial sequence.-table6-Tombusviridae-HMM412-862_48.0-ORF29
seq205	>nrnt-KY563743 Verticillium dahliae RNA virus isolate V94 hypothetical protein and RNA-dependent RNA polymerase genes, complete cds.-table6-Tombusviridae-HMM306-777_57.0-ORF18
seq206	>nrnt-KX792982 Statovirus D1 RdRp gene, partial cds.-table6-Tombusviridae-HMM248-507_41.0-ORF14
seq207	>nrnt-KX792980 Statovirus B1 RdRp gene, partial cds; and coat protein gene, complete cds.-table4-Tombusviridae-HMM632-857_16.0-ORF14
seq208	>nrnt-KX792979 Statovirus A4 RdRp and coat protein genes, complete cds.-table6-Tombusviridae-HMM686-921_16.0-ORF36
seq209	>nrnt-KX580894 Renton virus ORF1 gene, partial cds; and RNA-dependent RNA polymerase, capsid protein, and ORF4 genes, complete cds.-table6-Tombusviridae-HMM91-521_68.0-ORF22
seq210	>nrnt-KX580890 Pinela virus polyprotein gene, partial cds; and RNA-dependent RNA polymerase gene, complete cds.-table6-Tombusviridae-HMM76-483_71.0-ORF50
seq211	>nrnt-KU754521 Tartou virus hypothetical protein 1 gene, complete cds.-table4-Tombusviridae-HMM117-405_55.0-ORF14
seq212	>nrnt-KX235518 Diaphorina citri associated C virus isolate CA segment RNA1, complete sequence.-table4-Tombusviridae-HMM186-497_50.0-ORF23
seq213	>nrnt-KT921785 Papaya meleira virus 2 hypothetical protein and RNA-dependent RNA polymerase (RdRp) genes, complete cds.-table6-Tombusviridae-HMM32-490_79.0-ORF26
seq214	>nrnt-KP900898 Macrophomina phaseolina single-stranded RNA virus 3 isolate Et15 RNA-dependent RNA polymerase gene, partial cds.-table4-Tombusviridae-HMM27-420_72.0-ORF12
seq215	>nrnt-KP714086 Dansoman virus segment 1 orf1 and putative replicase genes, complete cds.-table6-Tombusviridae-HMM325-609_36.0-ORF24
seq216	>nrnt-KF510030 Tombunodavirus UC1 ORF1, ORF2, and ORF3 genes, complete cds.-table6-Tombusviridae-HMM339-816_57.0-ORF27
seq217	>nrnt-JX101610 Citrus yellow vein-associated virus isolate YV920, complete genome.-table4-Tombusviridae-HMM38-514_83.0-ORF27
seq218	>nrnt-KY753855 Saguaro cactus virus isolate kr, partial genome.-table6-Tombusviridae-HMM64-551_63.0-ORF23
seq219	>nrnt-MF580384 Apple-associated luteovirus isolate A68, complete genome.-table6-Tombusviridae-HMM32-502_37.0-ORF50
seq220	>nrnt-MG646922 Groundnut rosette virus isolate SRF57, complete genome.-table4-Tombusviridae-HMM55-545_53.0-ORF34
seq221	>nrnt-KX897157 Jasmine virus H isolate Fujian, complete genome.-table6-Tombusviridae-HMM257-758_64.0-ORF24
seq222	>nrnt-LC314589 Melon necrotic spot virus genomic RNA, complete genome, isolate: GS.-table6-Tombusviridae-HMM308-809_36.0-ORF46
seq223	>nrnt-MF189995 Barns Ness breadcrumb sponge tombus-like virus 4 isolate N17, partial genome.-table6-Tombusviridae-HMM1-367_93.0-ORF13
seq224	>nrnt-MF189994 Barns Ness breadcrumb sponge tombus-like virus 3 isolate D66, partial genome.-table4-Tombusviridae-HMM43-514_76.0-ORF22
seq225	>nrnt-MF189993 Barns Ness breadcrumb sponge tombus-like virus 2 isolate H89, partial genome.-table6-Tombusviridae-HMM554-1005_42.0-ORF31
seq226	>nrnt-MF189992 Barns Ness breadcrumb sponge tombus-like virus 1 isolate R71, partial genome.-table6-Tombusviridae-HMM891-1317_31.0-ORF28
seq227	>nrnt-MF189981 Caledonia beadlet anemone tombus-like virus 1 isolate D78, partial genome.-table6-Tombusviridae-HMM487-876_42.0-ORF24
seq228	>nrnt-KY124136 Melon necrotic spot virus strain MNSV/USA/MD/2012, complete genome.-table6-Tombusviridae-HMM300-801_58.0-ORF32
seq229	>nrnt-LC171345 Adonis mosaic virus DNA, complete genome, isolate: HSP-2.-table6-Tombusviridae-HMM268-769_64.0-ORF28
seq230	>nrnt-KX599174 Cowpea tombusvirid 1 isolate BE81 RNA-dependant RNA polymerase and coat protein genes, partial cds.-table1-Tombusviridae-HMM3-426_94.0-ORF17
seq231	>nrnt-DQ367845 Sesame necrotic mosaic virus replicase and truncated replicase genes, partial cds; coat protein gene, complete cds; and protein 4 (p4) and protein 5 (p5) genes, partial cds.-table6-Tombusviridae-HMM42-515_49.0-ORF26
seq232	>nrnt-AY007231 Tobacco mottle virus RNA-dependent RNA polymerase gene, partial cds; and long-distance movement protein and cell-to-cell movement protein genes, complete cds.-table6-Tombusviridae-HMM2-301_74.0-ORF17
seq233	>nrnt-KP259608 Soybean yellow mottle mosaic virus isolate New Delhi, complete genome.-table6-Tombusviridae-HMM247-744_56.0-ORF28
seq234	>nrnt-KP165407 Papaya umbra virus isolate Ec_12 RdRp gene, complete cds.-table4-Tombusviridae-HMM59-447_84.0-ORF27
seq235	>nrnt-KJ786322 Soybean dwarf virus isolate W4, complete genome.-table6-Tombusviridae-HMM28-509_34.0-ORF50
seq236	>nrnt-KC572000 Barley yellow dwarf virus Ker-II isolate K465, complete genome.-table6-Tombusviridae-HMM23-508_85.0-ORF38
seq237	>nrnt-KC559092 Barley yellow dwarf virus Ker-III isolate K460 RNA-dependent RNA polymerase P1-P2 fusion (ORF1) and RNA-dependent RNA polymerase P1 (ORF1) genes, partial cds; and aphid transmission protein P5 (ORF3), coat protein P3 (ORF3), and movement protein P4 (ORF4) genes, complete cds.-table6-Tombusviridae-HMM21-507_85.0-ORF25
seq238	>nrnt-JX879088 Melon necrotic spot virus strain Hyd, complete genome.-table6-Tombusviridae-HMM295-796_52.0-ORF30
seq239	>nrnt-JQ288895 Olive mild mosaic virus RNA-dependent RNA polymerase and p23 genes, partial cds; p52, p8, and p6 genes, complete cds; and coat protein gene, partial cds.-table6-Tombusviridae-HMM21-520_93.0-ORF18
seq240	>nrnt-JQ807998 Japanese iris necrotic ring virus isolate Marijiniup10, complete genome.-table6-Tombusviridae-HMM257-743_62.0-ORF26
seq241	>nrnt-EU332335 Barley yellow dwarf virus-PAV isolate 06ZZ4 RNA-dependent RNA polymerase, P1, aphid transmission protein, coat protein, movement protein, and P6 genes, complete cds.-table4-Tombusviridae-HMM99-583_79.0-ORF32
seq242	>nrnt-TNCPOLCOAT Tobacco necrosis virus (Nebraska) RNA-dependent RNA polymerase gene, 3' end p10.7, p6.2 and coat protein genes, complete cds.-table4-Tombusviridae-HMM5-72_68.0-ORF2
seq243	>nrnt-AB033715 Dianthovirus RVX1 ORF1, ORF2, ORF3, ORF4, ORF5 genes for 35 kDa protein, 54 kDa protein, 15 kDa protein, 28 kDa protein, 33 kDa protein, complete cds.-table4-Tombusviridae-HMM79-563_81.0-ORF26
seq244	>tsa-GAUV02020505.1 (REVERSE SENSE) TSA: Acanthosoma haemorrhoidale C88754_a_3_0_l_1396 transcribed RNA sequence-table4-Tombusviridae-HMM220-464_52.0-ORF39
seq245	>tsa-GFAL01046423.1 TSA: Allium chinense c94570_g1 transcribed RNA sequence-table6-Tombusviridae-HMM29-494_72.0-ORF28
seq246	>tsa-GAFD01017573.1 TSA: Anolis carolinensis a42788 mRNA sequence-table6-Tombusviridae-HMM95-495_70.0-ORF35
seq247	>tsa-GAFN01030595.1 TSA: Anolis carolinensis comp5517_c0_seq1 mRNA sequence-table6-Tombusviridae-HMM95-495_70.0-ORF35
seq248	>tsa-GAFZ01246985.1 TSA: Anolis carolinensis comp17429_c0_seq1 transcribed RNA sequence-table6-Tombusviridae-HMM12-411_82.0-ORF19
seq249	>tsa-GBBS01030662.1 TSA: Anolis carolinensis comp5517_c0_seq1 transcribed RNA sequence-table6-Tombusviridae-HMM95-495_70.0-ORF35
seq250	>tsa-GBDE01247196.1 TSA: Anolis carolinensis comp17429_c0_seq1 transcribed RNA sequence-table6-Tombusviridae-HMM12-411_82.0-ORF19
seq251	>tsa-GALX01005074.1 TSA: Anoplophora glabripennis comp35259_c0_seq1 transcribed RNA sequence-table6-Tombusviridae-HMM89-530_65.0-ORF22
seq252	>tsa-GALX01005075.1 TSA: Anoplophora glabripennis comp35259_c0_seq2 transcribed RNA sequence-table6-Tombusviridae-HMM10-448_73.0-ORF16
seq253	>tsa-GBAQ01007706.1 TSA: Aplysia californica comp40124_c0_seq1 transcribed RNA sequence-table1-Tombusviridae-HMM6-122_92.0-ORF4
seq254	>tsa-GBAQ01056718.1 TSA: Aplysia californica comp51608_c0_seq1 transcribed RNA sequence-table1-Tombusviridae-HMM74-312_76.0-ORF11
seq255	>tsa-GDQV01096552.1 TSA: Arachnocampa luminosa Alum63544_c0_seq2 transcribed RNA sequence-table4-Tombusviridae-HMM85-390_78.0-ORF23
seq256	>tsa-GCKF01007904.1 TSA: Araucaria cunninghamii Ref_Hoop_Pine_Transcript_9021_273 transcribed RNA sequence-table1-Tombusviridae-HMM3-80_85.0-ORF2
seq257	>tsa-GCKF01061662.1 (REVERSE SENSE) TSA: Araucaria cunninghamii Ref_Hoop_Pine_Transcript_67913_202 transcribed RNA sequence-table1-Tombusviridae-HMM2-66_95.0-ORF4
seq258	>tsa-GCKF01062770.1 (REVERSE SENSE) TSA: Araucaria cunninghamii Ref_Hoop_Pine_Transcript_69222_454 transcribed RNA sequence-table1-Tombusviridae-HMM6-148_94.0-ORF16
seq259	>tsa-GCKF01065789.1 TSA: Araucaria cunninghamii Ref_Hoop_Pine_Transcript_72704_232 transcribed RNA sequence-table1-Tombusviridae-HMM6-71_84.0-ORF3
seq260	>tsa-GAYJ02032904.1 (REVERSE SENSE) TSA: Atelura formicaria C263383_a_42_0_l_2190 transcribed RNA sequence-table6-Tombusviridae-HMM107-425_54.0-ORF48
seq261	>tsa-GAKB01000739.1 TSA: Bactrocera oleae contig00737 transcribed RNA sequence-table6-Tombusviridae-HMM100-425_61.0-ORF12
seq262	>tsa-GAZU01004632.1 (REVERSE SENSE) TSA: Brachycistis timberlakei comp6329_c0_seq1 transcribed RNA sequence-table6-Tombusviridae-HMM84-451_67.0-ORF65
seq263	>tsa-GAZU01010951.1 (REVERSE SENSE) TSA: Brachycistis timberlakei comp10866_c1_seq1 transcribed RNA sequence-table1-Tombusviridae-HMM2-79_96.0-ORF5
seq264	>tsa-GAZU01042561.1 (REVERSE SENSE) TSA: Brachycistis timberlakei comp52098_c0_seq1 transcribed RNA sequence-table4-Tombusviridae-HMM55-197_72.0-ORF12
seq265	>tsa-GBMS01023368.1 TSA: Brachygaster minutus s12096_L_22472_0_a_3_8_l_1255 transcribed RNA sequence-table4-Tombusviridae-HMM91-195_38.0-ORF8
seq266	>tsa-GDFQ01020179.1 (REVERSE SENSE) TSA: Brassica napus comp36009_c0_seq1 transcribed RNA sequence-table1-Tombusviridae-HMM1-71_97.0-ORF5
seq267	>tsa-GDFQ01058673.1 TSA: Brassica napus comp59340_c0_seq1 transcribed RNA sequence-table6-Tombusviridae-HMM2-267_73.0-ORF13
seq268	>tsa-GDFQ01058674.1 (REVERSE SENSE) TSA: Brassica napus comp59340_c1_seq1 transcribed RNA sequence-table6-Tombusviridae-HMM8-194_43.0-ORF30
seq269	>tsa-GDFQ01084724.1 (REVERSE SENSE) TSA: Brassica napus comp65629_c0_seq4 transcribed RNA sequence-table6-Tombusviridae-HMM247-710_55.0-ORF51
seq270	>tsa-GEID01195607.1 (REVERSE SENSE) TSA: Callinectes sapidus C_sapidus_gill_comp103540_c0_seq1 transcribed RNA sequence-table6-Tombusviridae-HMM1-200_85.0-ORF15
seq271	>tsa-GFTL01030852.1 (REVERSE SENSE) TSA: Carya illinoinensis comp86722_c0_seq1 transcribed RNA sequence-table1-Tombusviridae-HMM5-72_91.0-ORF10
seq272	>tsa-GFTL01036584.1 (REVERSE SENSE) TSA: Carya illinoinensis comp32791_c1_seq2 transcribed RNA sequence-table1-Tombusviridae-HMM49-352_86.0-ORF27
seq273	>tsa-GFTL01049243.1 (REVERSE SENSE) TSA: Carya illinoinensis comp5842_c0_seq1 transcribed RNA sequence-table4-Tombusviridae-HMM54-186_70.0-ORF16
seq274	>tsa-GFTL01078637.1 (REVERSE SENSE) TSA: Carya illinoinensis comp71987_c0_seq1 transcribed RNA sequence-table1-Tombusviridae-HMM2-87_97.0-ORF12
seq275	>tsa-GFTL01086536.1 (REVERSE SENSE) TSA: Carya illinoinensis comp32791_c0_seq1 transcribed RNA sequence-table1-Tombusviridae-HMM1-79_95.0-ORF7
seq276	>tsa-GFTL01098167.1 (REVERSE SENSE) TSA: Carya illinoinensis comp64055_c0_seq1 transcribed RNA sequence-table6-Tombusviridae-HMM1-104_66.0-ORF20
seq277	>tsa-GFTL01101256.1 (REVERSE SENSE) TSA: Carya illinoinensis comp127497_c0_seq1 transcribed RNA sequence-table1-Tombusviridae-HMM2-79_97.0-ORF7
seq278	>tsa-GFTL01106994.1 (REVERSE SENSE) TSA: Carya illinoinensis comp116546_c0_seq1 transcribed RNA sequence-table1-Tombusviridae-HMM2-88_97.0-ORF9
seq279	>tsa-GFTL01127788.1 (REVERSE SENSE) TSA: Carya illinoinensis comp32791_c1_seq1 transcribed RNA sequence-table1-Tombusviridae-HMM54-357_84.0-ORF28
seq280	>tsa-GFTL01129988.1 (REVERSE SENSE) TSA: Carya illinoinensis comp33179_c1_seq1 transcribed RNA sequence-table6-Tombusviridae-HMM2-307_84.0-ORF29
seq281	>tsa-GAUN02028912.1 TSA: Cercopis vulnerata s3324_L_5203_1_a_62_7_l_5369 transcribed RNA sequence-table6-Tombusviridae-HMM89-437_63.0-ORF52
seq282	>tsa-GAXL01049501.1 TSA: Chyphotes mellipes comp60082_c0_seq1 transcribed RNA sequence-table1-Tombusviridae-HMM1-73_97.0-ORF4
seq283	>tsa-GADH01009088.1 TSA: Corydalinae sp. KMRSPBM-2012 contig09879 mRNA sequence-table6-Tombusviridae-HMM6-216_85.0-ORF8
seq284	>tsa-GADH01011294.1 (REVERSE SENSE) TSA: Corydalinae sp. KMRSPBM-2012 contig12246 mRNA sequence-table6-Tombusviridae-HMM10-218_90.0-ORF17
seq285	>tsa-HAGZ01003353.1 TSA: Craterolophus convolvulus, contig Convo_TRINITY_DN9212_c0_g1_i2, transcribed RNA sequence-table6-Tombusviridae-HMM108-472_60.0-ORF28
seq286	>tsa-GADR01005246.1 (REVERSE SENSE) TSA: Drosophila pseudoananassae nigrens 392088 mRNA sequence-table1-Tombusviridae-HMM1-186_91.0-ORF14
seq287	>tsa-GADR01005481.1 (REVERSE SENSE) TSA: Drosophila pseudoananassae nigrens 409924 mRNA sequence-table1-Tombusviridae-HMM3-91_95.0-ORF8
seq288	>tsa-GENH01018760.1 TSA: Dryadaula visaliella k52_507025 transcribed RNA sequence-table4-Tombusviridae-HMM92-195_47.0-ORF14
seq289	>tsa-GENH01023779.1 TSA: Dryadaula visaliella k52_520680 transcribed RNA sequence-table4-Tombusviridae-HMM92-195_47.0-ORF13
seq290	>tsa-GENH01028350.1 (REVERSE SENSE) TSA: Dryadaula visaliella k54_298823 transcribed RNA sequence-table6-Tombusviridae-HMM21-126_77.0-ORF24
seq291	>tsa-GENH01035185.1 TSA: Dryadaula visaliella k56_339397 transcribed RNA sequence-table6-Tombusviridae-HMM21-126_77.0-ORF7
seq292	>tsa-GENH01085789.1 (REVERSE SENSE) TSA: Dryadaula visaliella k66_587547 transcribed RNA sequence-table4-Tombusviridae-HMM92-195_47.0-ORF60
seq293	>tsa-GENH01095753.1 (REVERSE SENSE) TSA: Dryadaula visaliella k68_539719 transcribed RNA sequence-table6-Tombusviridae-HMM21-126_77.0-ORF21
seq294	>tsa-GENH01107463.1 (REVERSE SENSE) TSA: Dryadaula visaliella k72_451841 transcribed RNA sequence-table6-Tombusviridae-HMM21-126_77.0-ORF18
seq295	>tsa-GEOD01041212.1 TSA: Dryadaula visaliella c37782_g1_i1 transcribed RNA sequence-table6-Tombusviridae-HMM21-126_77.0-ORF7
seq296	>tsa-GEOD01067914.1 TSA: Dryadaula visaliella c41381_g2_i6 transcribed RNA sequence-table4-Tombusviridae-HMM92-195_47.0-ORF18
seq297	>tsa-GEOD01067916.1 TSA: Dryadaula visaliella c41381_g2_i8 transcribed RNA sequence-table6-Tombusviridae-HMM99-195_44.0-ORF13
seq298	>tsa-GEOD01067917.1 TSA: Dryadaula visaliella c41381_g2_i9 transcribed RNA sequence-table4-Tombusviridae-HMM92-195_47.0-ORF18
seq299	>tsa-GEOD01068350.1 (REVERSE SENSE) TSA: Dryadaula visaliella c41410_g2_i1 transcribed RNA sequence-table6-Tombusviridae-HMM87-252_60.0-ORF22
seq300	>tsa-GBRW01030946.1 (REVERSE SENSE) TSA: Elysia cornigera Eco053378_seq1 transcribed RNA sequence-table6-Tombusviridae-HMM19-421_63.0-ORF39
seq301	>tsa-GDCY01031425.1 TSA: Endophyte metagenome, transcribed RNA sequence-table4-Tombusviridae-HMM2-304_91.0-ORF9
seq302	>tsa-GBYD01011799.1 TSA: Euwallacea fornicatus comp29189_c0_seq1 transcribed RNA sequence-table1-Tombusviridae-HMM2-178_98.0-ORF4
seq303	>tsa-GBYD01011800.1 (REVERSE SENSE) TSA: Euwallacea fornicatus comp29189_c1_seq1 transcribed RNA sequence-table1-Tombusviridae-HMM18-217_91.0-ORF22
seq304	>tsa-GBYD01039488.1 TSA: Euwallacea fornicatus comp36260_c0_seq1 transcribed RNA sequence-table1-Tombusviridae-HMM44-244_81.0-ORF5
seq305	>tsa-GBYD01090692.1 (REVERSE SENSE) TSA: Euwallacea fornicatus comp21094_c0_seq1 transcribed RNA sequence-table1-Tombusviridae-HMM9-184_84.0-ORF16
seq306	>tsa-GAWG01012535.1 (REVERSE SENSE) TSA: Extatosoma tiaratum comp39421_c0_seq1 transcribed RNA sequence-table4-Tombusviridae-HMM533-807_23.0-ORF99
seq307	>tsa-GAWG01012536.1 (REVERSE SENSE) TSA: Extatosoma tiaratum comp39421_c0_seq2 transcribed RNA sequence-table4-Tombusviridae-HMM533-807_23.0-ORF87
seq308	>tsa-GAYT01018543.1 TSA: Ficus carica GLN2OWZ01BS82W transcribed RNA sequence-table4-Tombusviridae-HMM31-155_80.0-ORF5
seq309	>tsa-GAYT01024913.1 TSA: Ficus carica GLN2OWZ02DL7ZH transcribed RNA sequence-table1-Tombusviridae-HMM1-71_97.0-ORF2
seq310	>tsa-GAYT01043759.1 (REVERSE SENSE) TSA: Ficus carica GMFT9DJ07H2VEC transcribed RNA sequence-table6-Tombusviridae-HMM27-81_62.0-ORF9
seq311	>tsa-GAYT01044519.1 (REVERSE SENSE) TSA: Ficus carica GMFT9DJ07H1MWS transcribed RNA sequence-table1-Tombusviridae-HMM1-77_97.0-ORF5
seq312	>tsa-GEWS01001274.1 TSA: Helianthus niveus Controltranscript1274 transcribed RNA sequence-table6-Tombusviridae-HMM300-774_60.0-ORF20
seq313	>tsa-GEWS01001275.1 TSA: Helianthus niveus Controltranscript1275 transcribed RNA sequence-table6-Tombusviridae-HMM300-774_56.0-ORF23
seq314	>tsa-GEWS01001276.1 TSA: Helianthus niveus Controltranscript1276 transcribed RNA sequence-table6-Tombusviridae-HMM300-774_56.0-ORF21
seq315	>tsa-GEWS01001277.1 TSA: Helianthus niveus Controltranscript1277 transcribed RNA sequence-table6-Tombusviridae-HMM300-774_56.0-ORF22
seq316	>tsa-GEWS01001278.1 TSA: Helianthus niveus Controltranscript1278 transcribed RNA sequence-table6-Tombusviridae-HMM300-774_56.0-ORF22
seq317	>tsa-GEWS01001279.1 TSA: Helianthus niveus Controltranscript1279 transcribed RNA sequence-table6-Tombusviridae-HMM300-774_56.0-ORF23
seq318	>tsa-GEWS01001280.1 TSA: Helianthus niveus Controltranscript1280 transcribed RNA sequence-table6-Tombusviridae-HMM300-774_56.0-ORF22
seq319	>tsa-GEWS01061806.1 (REVERSE SENSE) TSA: Helianthus niveus Sampletranscript18624 transcribed RNA sequence-table1-Tombusviridae-HMM98-227_56.0-ORF19
seq320	>tsa-HADG01009525.1 TSA: Heterorhabditis indica, isolate Gzb, contig Hindica_14652, transcribed RNA sequence-table6-Tombusviridae-HMM230-619_52.0-ORF20
