seq1	>ref-NC_002526.1 Bovine ephemeral fever virus, complete genome-table6-Rhabdoviridae-HMM500-895_18.0-ORF167
seq157	>ref-NC_034548.1 Oita virus nucleoprotein, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds-table4-Rhabdoviridae-HMM491-888_18.0-ORF131
seq158	>ref-NC_034539.1 Nkolbisson virus nucleoprotein, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds-table6-Rhabdoviridae-HMM461-859_18.0-ORF129
seq159	>ref-NC_034531.1 Manitoba virus nucleoprotein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds-table6-Rhabdoviridae-HMM486-886_18.0-ORF139
seq160	>ref-NC_034541.1 Gray Lodge virus nucleoprotein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds-table6-Rhabdoviridae-HMM592-990_17.0-ORF147
seq161	>ref-NC_034534.1 Rochambeau virus nucleoprotein, phosphoprotein, matrix, hypothetical proteins, glycoprotein, hypothetical proteins, and polymerase genes, complete cds-table6-Rhabdoviridae-HMM504-902_18.0-ORF160
seq162	>ref-NC_034545.1 Mount Elgon bat virus nucleoprotein, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds-table6-Rhabdoviridae-HMM459-857_18.0-ORF120
seq163	>ref-NC_034551.1 Colocasia bobone disease-associated virus strain SI, complete genome-table6-Rhabdoviridae-HMM430-831_18.0-ORF138
seq164	>ref-NC_034533.1 Landjia virus nucleoprotein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical proteins, and polymerase genes, complete cds-table6-Rhabdoviridae-HMM479-878_18.0-ORF153
seq165	>ref-NC_034549.1 Klamath virus nucleoprotein, phosphoprotein, hypothetical protein, matrix, hypothetical protein, glycoprotein, hypothetical protein, and polymerase genes, complete cds-table6-Rhabdoviridae-HMM496-894_18.0-ORF129
seq166	>ref-NC_034542.1 Sripur virus nucleoprotein, hypothetical protein, phosphoprotein, hypothetical protein, matrix, hypothetical protein, glycoprotein, hypothetical protein, and polymerase genes, complete cds-table6-Rhabdoviridae-HMM450-847_18.0-ORF125
seq167	>ref-NC_034536.1 Itacaiunas virus nucleoprotein, phosphoprotein, matrix, hypothetical protein, glycoprotein, hypothetical protein, and polymerase genes, complete cds-table4-Rhabdoviridae-HMM515-913_18.0-ORF125
seq168	>ref-NC_034540.1 Keuraliba virus nucleoprotein, phosphoprotein, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds-table6-Rhabdoviridae-HMM530-928_18.0-ORF124
seq169	>ref-NC_034543.1 Ord River virus nucleoprotein, hypothetical protein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds-table4-Rhabdoviridae-HMM604-1001_17.0-ORF154
seq170	>ref-NC_035132.1 Culex rhabdo-like virus strain mosWSB71420, complete genome-table4-Rhabdoviridae-HMM485-881_18.0-ORF112
seq171	>ref-NC_031956.1 UNVERIFIED: Balsa virus strain CoB 84, complete sequence-table6-Rhabdoviridae-HMM482-867_18.0-ORF133
seq172	>ref-NC_031958.1 UNVERIFIED: Rio Chico virus strain GAM 195, complete sequence-table6-Rhabdoviridae-HMM525-910_17.0-ORF125
seq173	>ref-NC_031957.1 UNVERIFIED: Coot Bay virus strain EVG5-53, complete sequence-table6-Rhabdoviridae-HMM609-993_17.0-ORF135
seq174	>ref-NC_036390.1 Maize Iranian mosaic nucleorhabdovirus, complete genome-table6-Rhabdoviridae-HMM495-883_19.0-ORF130
seq175	>nrnt-KX884435 Hubei dimarhabdovirus virus 4 strain SCM46012 RNA-dependent RNA polymerase gene, complete cds.-table4-Rhabdoviridae-HMM523-921_18.0-ORF75
seq176	>nrnt-MF175079 Murine feces-associated rhabdovirus isolate MFARV/NYC/Q053/1684, partial genome.-table6-Rhabdoviridae-HMM443-842_18.0-ORF136
seq177	>nrnt-MF918568 Red clover varicosavirus isolate HZ2 segment RNA1, complete sequence.-table6-Rhabdoviridae-HMM452-841_18.0-ORF75
seq178	>nrnt-MG604920 Wheat yellow striate virus isolate SX-HC nucleocapsid protein, putative phosphoprotein, P3 protein, matrix protein, glycoprotein, hypothetical protein P6, and probable RNA-dependent RNA polymerase genes, complete cds.-table4-Rhabdoviridae-HMM493-889_19.0-ORF155
seq179	>nrnt-MG385079 Grenada mosquito rhabdovirus 1, complete genome.-table6-Rhabdoviridae-HMM536-922_15.0-ORF141
seq180	>nrnt-MG600019 Wenling dimarhabdovirus 10 strain XLXMS97756 hypothetical protein genes, complete cds.-table6-Rhabdoviridae-HMM485-873_18.0-ORF104
seq181	>nrnt-MG600018 Wenling dimarhabdovirus 9 strain XDXMG13839 nucleoprotein, hypothetical protein, and glycoprotein genes, complete cds; and L protein gene, partial cds.-table6-Rhabdoviridae-HMM471-869_29.0-ORF110
seq182	>nrnt-MG600017 Wenling dimarhabdovirus 8 strain DHBYCGS131 nucleoprotein, hypothetical protein, glycoprotein, hypothetical protein, and L protein genes, complete cds.-table4-Rhabdoviridae-HMM480-869_17.0-ORF156
seq183	>nrnt-MG600016 Hainan black-spectacled toad dimarhabdovirus strain HKCCG762 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and L protein genes, complete cds.-table6-Rhabdoviridae-HMM998-1396_14.0-ORF121
seq184	>nrnt-MG600015 Fujian dimarhabdovirus strain BHNC4885 nucleoprotein, hypothetical protein, and L protein genes, complete cds.-table6-Rhabdoviridae-HMM771-1166_16.0-ORF114
seq185	>nrnt-MG600014 Wenling dimarhabdovirus 1 strain XYHYC188111 nucleoprotein, phosphoprotein, matrix protein, glycoprotein, and L protein genes, complete cds.-table6-Rhabdoviridae-HMM516-914_18.0-ORF121
seq186	>nrnt-MG600013 Wuhan redfin culter dimarhabodovirus strain DSYS6218 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and L protein genes, complete cds.-table4-Rhabdoviridae-HMM987-1384_14.0-ORF114
seq187	>nrnt-MG600012 Beihai dimarhabodovirus 1 strain BHFishS58819 nucleoprotein, hypothetical protein, and L protein genes, complete cds.-table6-Rhabdoviridae-HMM637-1035_17.0-ORF103
seq188	>nrnt-MF975531 Chimay rhabdovirus isolate Chimay-1, complete genome.-table6-Rhabdoviridae-HMM496-882_16.0-ORF137
seq189	>nrnt-MF472710 Taiwan bat lyssavirus isolate TWBLV/TN/2016, complete genome.-table4-Rhabdoviridae-HMM518-914_18.0-ORF145
seq190	>nrnt-MG021441 Vaprio virus nucleoprotein, phosphoprotein, matrix, glycoprotein, transcriptional unit 1, and polymerase genes, complete cds.-table4-Rhabdoviridae-HMM548-945_17.0-ORF144
seq191	>nrnt-KY706238 Physostegia chlorotic mottle virus isolate PV-0831, complete genome.-table6-Rhabdoviridae-HMM532-927_18.0-ORF148
seq192	>nrnt-MF543022 Black currant nucleorhabdovirus 1 isolate Veloy, complete genome.-table4-Rhabdoviridae-HMM498-892_18.0-ORF197
seq193	>nrnt-MF114348 UNVERIFIED: Apis rhabdovirus 1 strain Apis/Israel/A, complete genome.-table6-Rhabdoviridae-HMM447-844_17.0-ORF130
seq194	>nrnt-KY810772 Cabbage cytorhabdovirus 1 strain FERA_050726, complete genome.-table4-Rhabdoviridae-HMM416-816_19.0-ORF151
seq195	>nrnt-KY884303 Maize yellow striate virus, complete genome.-table6-Rhabdoviridae-HMM417-819_18.0-ORF152
seq196	>nrnt-MF536978 Spodoptera frugiperda rhabdovirus isolate Sf9, complete genome.-table6-Rhabdoviridae-HMM467-850_17.0-ORF141
seq197	>nrnt-KY768856 Ohlsdorf virus strain Germany/2012/Oc.cantans, complete genome.-table6-Rhabdoviridae-HMM515-911_18.0-ORF138
seq198	>nrnt-MF279192 Rhabdoviridae sp. strain IH17, complete genome.-table4-Rhabdoviridae-HMM967-1365_14.0-ORF124
seq199	>nrnt-MF141072 Norway mononegavirus 1 isolate NOR/H3/Skanevik/2014 nucleoprotein, hypothetical protein, matrix protein, glycoprotein, and RNA-dependent RNA-polymerase genes, complete cds.-table6-Rhabdoviridae-HMM549-946_17.0-ORF119
seq200	>nrnt-KY421919 Holmes Jungle virus isolate DPP1163, complete genome.-table4-Rhabdoviridae-HMM614-1012_17.0-ORF152
seq201	>nrnt-KY385392 Kanyawara virus isolate MPK007 nucleoprotein, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds.-table6-Rhabdoviridae-HMM458-856_18.0-ORF120
seq202	>nrnt-KJ641709 Bat rhabdovirus isolate BtMp-RhaV/SX2013 polymerase gene, partial cds.-table1-Rhabdoviridae-HMM113-500_39.0-ORF28
seq203	>nrnt-KY315724 Bovine ephemeral fever virus strain JT02L, complete genome.-table6-Rhabdoviridae-HMM500-895_18.0-ORF169
seq204	>nrnt-LT839611 European bat lyssavirus 1 isolate 5782 genome assembly, complete genome: monopartite.-table4-Rhabdoviridae-HMM458-855_18.0-ORF130
seq205	>nrnt-KX343071 Benxi bat virus strain GH1 polymerase protein (L) gene, partial cds.-table1-Rhabdoviridae-HMM205-530_61.0-ORF15
seq206	>nrnt-KY700686 Citrus chlorotic spot virus strain Trs1 segment RNA2, complete sequence.-table6-Rhabdoviridae-HMM484-881_19.0-ORF75
seq207	>nrnt-KY965147 Maize associated rhabdovirus strain Peru, complete genome.-table4-Rhabdoviridae-HMM456-858_18.0-ORF140
seq208	>nrnt-KP324828 Ekpoma virus 2 isolate EKV-2, partial genome.-table4-Rhabdoviridae-HMM468-866_18.0-ORF153
seq209	>nrnt-KP324827 Ekpoma virus 1 isolate EKV-1, partial genome.-table6-Rhabdoviridae-HMM555-952_19.0-ORF149
seq210	>nrnt-KY354233 Apis rhabdovirus 2 isolate RI-49 N protein, P protein, M protein, G protein, and L protein genes, complete cds.-table6-Rhabdoviridae-HMM549-946_16.0-ORF134
seq211	>nrnt-KY549567 Potato yellow dwarf nucleorhabdovirus strain CYDV-constricta, complete genome.-table6-Rhabdoviridae-HMM563-951_18.0-ORF138
seq212	>nrnt-KY366322 Yerba mate rhabdovirus isolate Montecarlo, complete genome.-table6-Rhabdoviridae-HMM477-877_17.0-ORF144
seq213	>nrnt-KX951489 Merida-like virus KE-2017a isolate 139-1-21, complete genome.-table6-Rhabdoviridae-HMM573-970_17.0-ORF107
seq214	>nrnt-KX982181 Citrus leprosis virus N strain sbs1 segment RNA2, complete sequence.-table6-Rhabdoviridae-HMM495-893_20.0-ORF62
seq215	>nrnt-KX525586 Rice stripe mosaic virus isolate GD-LD, complete genome.-table6-Rhabdoviridae-HMM421-825_19.0-ORF151
seq216	>nrnt-KY203909 Caligus rogercresseyi rhabdovirus strain CrRV-Ch01, partial genome.-table4-Rhabdoviridae-HMM540-940_18.0-ORF120
seq217	>nrnt-KX884434 Drosophila immigrans sigmavirus strain SCM45623 nucleocapsid protein, polymerase-associated protein, PP3, matrix protein, glycoprotein, and RNA-dependent RNA polymerase genes, complete cds.-table6-Rhabdoviridae-HMM456-852_18.0-ORF141
seq218	>nrnt-KX884432 Wuhan House Fly Virus 1 strain SCM39215 putative nucleoprotein, hypothetical protein, putative X protein, putative matrix protein, putative glycoprotein, and RNA-dependent RNA polymerase genes, complete cds.-table6-Rhabdoviridae-HMM458-856_18.0-ORF132
seq219	>nrnt-KU127239 Lone star tick rhabdovirus isolate TickAa42, partial genome.-table6-Rhabdoviridae-HMM509-908_17.0-ORF126
seq220	>nrnt-KX785335 Menghai rhabdovirus isolate Menghai, complete genome.-table6-Rhabdoviridae-HMM1043-1428_14.0-ORF132
seq221	>nrnt-KU178986 Piry virus strain BeAn2423, complete genome.-table6-Rhabdoviridae-HMM449-849_18.0-ORF136
seq222	>nrnt-KY073493 Beatrice Hill virus isolate CSIRO 25, complete genome.-table6-Rhabdoviridae-HMM462-859_18.0-ORF139
seq223	>nrnt-LF163069 JP 2016513115-A/10: Vaccine Composition.-table4-Rhabdoviridae-HMM572-971_17.0-ORF130
seq224	>nrnt-LF163067 JP 2016513115-A/8: Vaccine Composition.-table4-Rhabdoviridae-HMM456-855_18.0-ORF135
seq225	>nrnt-LF163065 JP 2016513115-A/6: Vaccine Composition.-table4-Rhabdoviridae-HMM489-888_18.0-ORF140
seq226	>nrnt-LF163063 JP 2016513115-A/4: Vaccine Composition.-table4-Rhabdoviridae-HMM804-1203_15.0-ORF156
seq227	>nrnt-KM817658 Wuhan Louse Fly Virus 11 strain BFJSC-9 RNA-dependent RNA polymerase (L) gene, complete cds.-table4-Rhabdoviridae-HMM521-920_18.0-ORF70
seq228	>nrnt-KM817655 Wuhan Louse Fly Virus 8 strain BFJSC-6 RNA-dependent RNA polymerase (L) gene, complete cds.-table4-Rhabdoviridae-HMM467-867_18.0-ORF72
seq229	>nrnt-KM817647 Wuhan Fly Virus 3 strain SYY2-5 RNA-dependent RNA polymerase (L) gene, complete cds.-table6-Rhabdoviridae-HMM499-892_16.0-ORF78
seq230	>nrnt-KM817631 Jingshan Fly Virus 2 strain JSY-4 RNA-dependent RNA polymerase (L) gene, partial cds.-table1-Rhabdoviridae-HMM426-814_16.0-ORF62
seq231	>nrnt-JF311402 Muscina stabulans sigma virus RNA-dependent RNA polymerase (L) gene, partial cds.-table1-Rhabdoviridae-HMM78-476_41.0-ORF32
seq232	>nrnt-AY450644 Starry flounder rhabdovirus polymerase (L) gene, partial cds.-table1-Rhabdoviridae-HMM444-842_44.0-ORF30
seq233	>nrnt-AY250986 Strawberry crinkle virus putative RNA-dependent RNA polymerase gene, partial cds.-table1-Rhabdoviridae-HMM193-595_52.0-ORF16
seq234	>nrnt-FJ952155 Durham virus nucleocapsid, phosphoprotein, putative protein C, matrix protein, small hydrophobic protein, and glycoprotein genes, complete cds; and RNA polymerase gene, partial cds.-table4-Rhabdoviridae-HMM1049-1448_14.0-ORF126
seq235	>nrnt-KU660039 Iranian citrus ringspot virus clone CRSV-RdRP1 RNA-dependent RNA polymerase gene, partial cds.-table4-Rhabdoviridae-HMM215-627_38.0-ORF40
seq236	>nrnt-KR822826 Pararge aegeria rhabdovirus nucleocapsid protein (N), polymerase-associated protein (P), matrix protein (M), glycoprotein 1 (G1), glycoprotein 2 (G2), and RNA-dependent RNA polymerase (L) genes, complete cds.-table6-Rhabdoviridae-HMM1016-1416_14.0-ORF143
seq237	>nrnt-KR822825 Ceratitis capitata sigmavirus nucleocapsid protein (N), polymerase-associated protein (P), PP3 (X), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.-table4-Rhabdoviridae-HMM451-851_18.0-ORF159
seq238	>nrnt-KR822824 Drosophila algonquin sigmavirus RNA-dependent RNA polymerase (L) gene, complete cds.-table6-Rhabdoviridae-HMM453-850_17.0-ORF76
seq239	>nrnt-KR822823 Drosophila sturtevanti rhabdovirus 1 RNA-dependent RNA polymerase (L) gene, complete cds.-table6-Rhabdoviridae-HMM516-912_17.0-ORF78
seq240	>nrnt-KR822821 Scaptodrosophila deflexa sigmavirus RNA-dependent RNA polymerase (L) gene, partial cds.-table1-Rhabdoviridae-HMM152-342_55.0-ORF8
seq241	>nrnt-KR822818 Drosophila tristis sigmavirus RNA-dependent RNA polymerase (L) gene, partial cds.-table1-Rhabdoviridae-HMM335-731_22.0-ORF52
seq242	>nrnt-KR822817 Drosophila subobscura rhabdovirus RNA-dependent RNA polymerase (L) gene, partial cds.-table6-Rhabdoviridae-HMM488-884_17.0-ORF70
seq243	>nrnt-KR822813 Drosophila busckii rhabdovirus nucleocapsid protein (N), polymerase-associated protein, matrix protein, glycoprotein (G), accessory protein, and RNA-dependent RNA polymerase (L) genes, complete cds.-table6-Rhabdoviridae-HMM442-834_16.0-ORF157
seq244	>nrnt-KR822812 Drosophila ananassae sigmavirus nucleocapsid protein (N), polymerase-associated protein (P), PP3 (X), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.-table6-Rhabdoviridae-HMM484-883_18.0-ORF146
seq245	>nrnt-KR822811 Drosophila affinis sigmavirus nucleocapsid protein (N), polymerase-associated protein (P), PP3 (X), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds.-table6-Rhabdoviridae-HMM455-852_17.0-ORF156
seq246	>nrnt-KU248085 Riverside virus 1 strain RISV-Drava 1, complete genome.-table4-Rhabdoviridae-HMM481-876_17.0-ORF149
seq247	>nrnt-KJ830812 Zahedan rhabdovirus isolate Ar Teh 157764, complete genome.-table6-Rhabdoviridae-HMM479-878_18.0-ORF125
seq248	>nrnt-KR612230 Eelpout rhabdovirus isolate FSK 0523, partial genome.-table6-Rhabdoviridae-HMM446-844_18.0-ORF134
seq249	>nrnt-AB609604 Nishimuro virus viral cRNA for hypothetical proteins, complete cds.-table4-Rhabdoviridae-HMM592-989_17.0-ORF120
seq250	>nrnt-KT187693 Citrus leprosis virus isolate N0 segment RNA2 RNA-dependent RNA polymerase (L) gene, partial cds.-table1-Rhabdoviridae-HMM215-475_54.0-ORF18
seq251	>nrnt-KP872867 Vesicular stomatitis Indiana virus isolate N4CL30 NS, matrix, glycoprotein precursor, and nucleocapsid genes, complete cds; and polymerase gene, partial cds.-table4-Rhabdoviridae-HMM892-1292_15.0-ORF130
seq252	>nrnt-KM205024 Radi virus nucleoprotein, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds.-table4-Rhabdoviridae-HMM499-898_18.0-ORF124
seq253	>nrnt-KM205020 Connecticut virus nucleoprotein, phosphoprotein, hypothetical protein, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds.-table4-Rhabdoviridae-HMM456-854_18.0-ORF96
seq254	>nrnt-KM205018 Bahia Grande virus nucleoprotein, phosphoprotein, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds.-table6-Rhabdoviridae-HMM489-889_18.0-ORF129
seq255	>nrnt-KM205015 Carajas virus nucleoprotein, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds.-table6-Rhabdoviridae-HMM1010-1410_14.0-ORF125
seq256	>nrnt-KM205013 Sawgrass virus nucleoprotein, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds.-table6-Rhabdoviridae-HMM460-858_18.0-ORF121
seq257	>nrnt-KM205009 New Minto virus nucleoprotein, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds.-table6-Rhabdoviridae-HMM509-907_18.0-ORF121
seq258	>nrnt-KM204993 Mossuril virus nucleoprotein, phosphoprotein, hypothetical proteins, matrix, glycoprotein, hypothetical protein, and polymerase genes, complete cds.-table6-Rhabdoviridae-HMM538-937_17.0-ORF145
seq259	>nrnt-KM204990 Muir Springs virus nucleoprotein, phosphoprotein, matrix, glycoprotein, and polymerase genes, complete cds.-table6-Rhabdoviridae-HMM565-965_17.0-ORF131
seq260	>nrnt-KM204987 Aruac virus nucleoprotein, phosphoprotein, matrix, glycoprotein, hypothetical proteins, and polymerase genes, complete cds.-table4-Rhabdoviridae-HMM454-853_18.0-ORF136
seq261	>nrnt-KM204985 Kwatta virus nucleoprotein, phosphoprotein, hypothetical protein, matrix, hypothetical protein, glycoprotein, and polymerase genes, complete cds.-table4-Rhabdoviridae-HMM423-817_18.0-ORF129
seq262	>nrnt-KM204982 Garba virus nucleoprotein, phosphoprotein, hypothetical protein, matrix, hypothetical protein, glycoprotein, and polymerase genes, complete cds.-table4-Rhabdoviridae-HMM434-832_19.0-ORF133
seq263	>nrnt-KJ958536 Lepeophtheirus salmonis rhabdovirus No127, partial genome.-table6-Rhabdoviridae-HMM605-1006_17.0-ORF110
seq264	>nrnt-KJ958535 Lepeophtheirus salmonis rhabdovirus No9, partial genome.-table4-Rhabdoviridae-HMM447-847_18.0-ORF140
seq265	>nrnt-KJ432573 Harrison Dam virus isolate CS75, partial genome.-table6-Rhabdoviridae-HMM1152-1550_14.0-ORF132
seq266	>nrnt-KF812526 Coffee ringspot virus strain Lavras segment RNA2, complete sequence.-table6-Rhabdoviridae-HMM481-879_20.0-ORF69
seq267	>nrnt-KF310911 Beaumont virus strain 6 RNA-dependent RNA polymerase gene, partial cds.-table1-Rhabdoviridae-HMM204-601_25.0-ORF44
seq268	>nrnt-AB839170 Rabies virus genomic RNA, complete genome, strain: rHEP5.0-CVSG.-table6-Rhabdoviridae-HMM555-952_17.0-ORF127
seq269	>nrnt-KF360973 North Creek virus RNA dependent RNA polymerase (L) gene, complete cds.-table6-Rhabdoviridae-HMM526-922_18.0-ORF75
seq270	>nrnt-FJ478454 Recombinant vesicular stomatitis Indiana virus rVSV-G/GFP, complete genome.-table6-Rhabdoviridae-HMM444-844_18.0-ORF146
seq271	>nrnt-JX901139 Lagos bat virus isolate KE476, complete genome.-table4-Rhabdoviridae-HMM518-914_18.0-ORF140
seq272	>nrnt-GQ249163 Ivy vein banding virus isolate CB6 L protein gene, partial cds.-table1-Rhabdoviridae-HMM84-365_76.0-ORF12
seq273	>nrnt-JQ685953 Rabies virus isolate 3645DR, complete genome.-table6-Rhabdoviridae-HMM511-908_17.0-ORF141
seq274	>nrnt-HM627187 Chandipura virus Dak AR D 111125 nucleocapsid protein, phosphoprotein, matrix protein, glycoprotein, and RNA-dependent RNA polymerase genes, complete cds.-table6-Rhabdoviridae-HMM446-846_18.0-ORF130
seq275	>nrnt-HV325666 JP 2011507523-A/2: Genetically Modified Attenuated Vesicular Stomatitis Virus, Compositions and Methods of Use Thereof.-table6-Rhabdoviridae-HMM444-844_17.0-ORF138
seq276	>nrnt-HM849039 Soybean cyst nematode associated northern cereal mosaic virus tegument protein, nuclear protein, hypothetical protein, and RNA dependent RNA polymerase genes, complete cds.-table4-Rhabdoviridae-HMM597-988_16.0-ORF44
seq277	>nrnt-DQ097384 Spring viraemia of carp virus isolate A1, complete genome.-table6-Rhabdoviridae-HMM476-875_18.0-ORF127
seq278	>nrnt-AF473866 Vesicular stomatitis Indiana virus strain 94GUB, complete genome.-table4-Rhabdoviridae-HMM491-891_18.0-ORF133
seq279	>nrnt-FN812699 Raspberry vein chlorosis virus partial L gene for RNA-dependent RNA polymerase, genomic RNA.-table1-Rhabdoviridae-HMM168-573_40.0-ORF34
seq280	>nrnt-FV537081 (REVERSE SENSE) Modified Microbial Nucleic Acid.-table6-Rhabdoviridae-HMM2261-2655_9.0-ORF198
seq281	>nrnt-FV537079 Modified Microbial Nucleic Acid.-table6-Rhabdoviridae-HMM1-297_82.0-ORF116
seq282	>nrnt-EU293110 Lagos bat virus isolate 8619NGA, complete genome.-table6-Rhabdoviridae-HMM567-963_17.0-ORF143
seq283	>nrnt-AJ233396 Viral hemorrhagic septicemia virus N, P, M, G, Nv, L genes, French strain 07-71.-table4-Rhabdoviridae-HMM419-801_18.0-ORF91
seq284	>tsa-GAHU01042870.1 (REVERSE SENSE) TSA: Agave tequilana Locus20247v2rpkm3.80 transcribed RNA sequence-table6-Rhabdoviridae-HMM499-893_19.0-ORF314
seq285	>tsa-GAHU01042871.1 TSA: Agave tequilana Locus20247v3rpkm3.66 transcribed RNA sequence-table6-Rhabdoviridae-HMM499-893_19.0-ORF132
seq286	>tsa-GAHU01142120.1 (REVERSE SENSE) TSA: Agave tequilana Locus88549v1rpkm0.73 transcribed RNA sequence-table6-Rhabdoviridae-HMM499-890_36.0-ORF99
seq287	>tsa-GEZL01043287.1 TSA: Ambrosia artemisiifolia TR27597_c0_g1_i1 transcribed RNA sequence-table6-Rhabdoviridae-HMM44-250_11.0-ORF62
seq288	>tsa-GEZL01043290.1 TSA: Ambrosia artemisiifolia TR27597_c0_g1_i2 transcribed RNA sequence-table6-Rhabdoviridae-HMM44-250_11.0-ORF59
seq289	>tsa-GBMT01017449.1 TSA: Ammophila sabulosa s4896_L_6749_0_a_38_2_l_13423 transcribed RNA sequence-table6-Rhabdoviridae-HMM135-515_18.0-ORF58
seq290	>tsa-GDGN01027676.1 TSA: Amyelois transitella Atrans_Trinity_comp_938268_c0_seq1 transcribed RNA sequence-table4-Rhabdoviridae-HMM13-67_80.0-ORF1
seq291	>tsa-GDJX01004422.1 TSA: Anthurium amnicola c17293_g1_i1 transcribed RNA sequence-table1-Rhabdoviridae-HMM369-765_21.0-ORF48
seq292	>tsa-GAWU02015190.1 TSA: Aposthonia japonica C138784_a_4_0_l_344 transcribed RNA sequence-table6-Rhabdoviridae-HMM14-114_87.0-ORF7
seq293	>tsa-GAVS01024926.1 TSA: Apostichopus japonicus AMR0033.40625.0.1 transcribed RNA sequence-table6-Rhabdoviridae-HMM8-89_55.0-ORF4
seq294	>tsa-GDKY01001446.1 (REVERSE SENSE) TSA: Asellus aquaticus Contig_1466l transcribed RNA sequence-table1-Rhabdoviridae-HMM13-269_95.0-ORF22
seq295	>tsa-GDKY01001658.1 (REVERSE SENSE) TSA: Asellus aquaticus Contig_1682l transcribed RNA sequence-table6-Rhabdoviridae-HMM40-161_25.0-ORF38
seq296	>tsa-GDKY01001875.1 TSA: Asellus aquaticus Contig_1902l transcribed RNA sequence-table6-Rhabdoviridae-HMM502-712_29.0-ORF28
seq297	>tsa-GDKY01002452.1 (REVERSE SENSE) TSA: Asellus aquaticus Contig_2485large transcribed RNA sequence-table1-Rhabdoviridae-HMM23-149_81.0-ORF14
seq298	>tsa-GDKY01021411.1 (REVERSE SENSE) TSA: Asellus aquaticus Contig_23710l transcribed RNA sequence-table6-Rhabdoviridae-HMM7-82_85.0-ORF26
seq299	>tsa-GBRG01230031.1 (REVERSE SENSE) TSA: Aurelia aurita comp3942963_c0_seq1 transcribed RNA sequence-table1-Rhabdoviridae-HMM3-113_90.0-ORF9
seq300	>tsa-GEEA01018476.1 TSA: Bactrocera dorsalis comp57202_c0_seq1 transcribed RNA sequence-table6-Rhabdoviridae-HMM481-879_17.0-ORF130
seq301	>tsa-GFOR01021146.1 (REVERSE SENSE) TSA: Bactrocera latifrons TR13217_c0_g1_i1 transcribed RNA sequence-table6-Rhabdoviridae-HMM68-206_57.0-ORF32
seq302	>tsa-GFOR01021147.1 (REVERSE SENSE) TSA: Bactrocera latifrons TR13217_c0_g1_i2 transcribed RNA sequence-table6-Rhabdoviridae-HMM68-206_57.0-ORF33
seq303	>tsa-GAUC01011529.1 (REVERSE SENSE) TSA: Bemisia tabaci Unitig_11606 transcribed RNA sequence-table1-Rhabdoviridae-HMM1-68_42.0-ORF12
seq304	>tsa-GAUC01021749.1 TSA: Bemisia tabaci Unitig_21858 transcribed RNA sequence-table6-Rhabdoviridae-HMM441-841_18.0-ORF91
seq305	>tsa-GBLE01003740.1 TSA: Brachymeria minuta C113315_a_4_0_l_448 transcribed RNA sequence-table6-Rhabdoviridae-HMM27-98_71.0-ORF4
seq306	>tsa-GBXH01037836.1 TSA: Cadra cautella EP1_contig_37900 transcribed RNA sequence-table1-Rhabdoviridae-HMM2-90_53.0-ORF5
seq307	>tsa-GBXH01069464.1 TSA: Cadra cautella EP1_contig_70088 transcribed RNA sequence-table1-Rhabdoviridae-HMM2-184_98.0-ORF4
seq308	>tsa-GBXH01077573.1 TSA: Cadra cautella EP1_contig_78398 transcribed RNA sequence-table1-Rhabdoviridae-HMM16-120_85.0-ORF3
seq309	>tsa-GAZX01000271.1 TSA: Caligus rogercresseyi tsa-crog-ngs-11082852 transcribed RNA sequence-table1-Rhabdoviridae-HMM1-78_88.0-ORF4
seq310	>tsa-GAZX01005562.1 (REVERSE SENSE) TSA: Caligus rogercresseyi tsa-crog-ngs-11088571 transcribed RNA sequence-table1-Rhabdoviridae-HMM14-73_80.0-ORF8
seq311	>tsa-GAZX01018058.1 TSA: Caligus rogercresseyi tsa-crog-ngs-11101611 transcribed RNA sequence-table1-Rhabdoviridae-HMM236-637_60.0-ORF23
seq312	>tsa-GAZX01030327.1 (REVERSE SENSE) TSA: Caligus rogercresseyi tsa-crog-ngs-11114046 transcribed RNA sequence-table1-Rhabdoviridae-HMM350-685_48.0-ORF66
